"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
152.930000,0.00000,WNFP275,"Businesses Miscellaneous",Statewide,"Springer Brothers Construction (W Alton)",SpringerBros,"173.8 PL",,FMN,BM,Business
152.930000,159.57000,WQLP540,Innsbrook,Warren,"Innsbrook Owners Assn: Patrol/Dispatch","Innsbrook OwnAsn","51 RAN",,NXDN48,RM,Security
152.937500,159.51750,WQLQ224,"Businesses Miscellaneous",Statewide,"Rone Farms (Portageville)","Rone Farms","162 DPL",,FMN,RM,Business
152.937500,0.00000,n/a,"KAMO Power",Stone,"Site: 016 Indian Ridge",n/a,n/a,n/a,NXDN,RM,TRS
152.937500,0.00000,n/a,"KAMO Power",Bates,"Site: 007 Butler",n/a,n/a,n/a,NXDN,RM,TRS
152.937500,0.00000,WQKV998,"Macon County Schools R1",Macon,Operations,"Macon School",,,FMN,BM,Schools
152.945000,159.54000,KD44982,"Recreation and Attractions Bellerive Country Club",Statewide,"Clubhouse Ops [Expired 6/24]","BCC Clubhous","743 DPL",,FMN,RM,Business
152.945000,0.00000,WQFS270,"Hollister R-V School District",Taney,Operations,"Holl School OpsE",,,FMN,M,Schools
152.945000,159.77250,WQBF918,"West Plains R7 School District",Howell,Operations,"WPR7 Sch Ops",,,FMN,RM,Schools
152.945000,160.02000,WQAS482,"Businesses, Attractions and Recreation Businesses",Statewide,"Shapiro Brothers: Scrap Metal","Shapiro Bros","91.5 PL",,FMN,RM,Business
152.952500,0.00000,n/a,"KAMO Power",Henry,"Site: 026 Shawnee Mound",n/a,n/a,n/a,NXDN,RM,TRS
152.960000,159.76500,WRYA998,"Businesses, Attractions and Recreation River Area",Statewide,"Riverfront Campground and Canoe","Rvrfrnt CmpCanoe","743 DPL",,FMN,RM,Business
152.967500,158.34750,WQXD633,"CoxHealth: Hospital / EMS",Greene,"EMS: Dispatch - Greene County","Cox EMS Greene","CC 6|TG 101|SL 1",,DMR,RM,"EMS Dispatch"
152.967500,159.96750,"WQJL706 ",Government,McDonald,"Fire: West","McD Fire West","110.9 PL",,FMN,RM,"Fire Dispatch"
152.975000,0.00000,WNWQ393,"Businesses, Attractions and Recreation Miscellaneous",Statewide,"Arnold Ready Mix","ArnoldRdyMix 2","123.0 PL",,FMN,BM,Business
152.975000,159.69000,WRUX343,"Maries County School District R1 (Vienna)",Maries,Ops/Security,"MariesR1 Sch Ops",,,FMN,RM,Schools
152.982500,0.00000,n/a,"KAMO Power",Greene,"Site: 015 Springfield",n/a,n/a,n/a,NXDN,RM,TRS
152.990000,159.52500,WSBY366,Miscellaneous,Ripley,"Tharp Farms (Naylor)","Tharp Farm","311 DPL",,FMN,RM,Business
152.990000,159.99000,WQDR599,Milo,Vernon,Fireground,"Milo Fireground ","179.9 PL",,FMN,RM,Fire-Tac
152.990000,0.00000,WPEQ736,"Businesses Businesses - Miscellaneous",Statewide,"Golden Triangle Concrete (O'Fallon) [Expired 4/14]","GTConcrete 2",,,FMN,BM,Data
152.990000,159.51000,WPWF494,"Aurora School District R8",Lawrence,Operations,"Aurora Schools","151.4 PL",,FMN,RM,Schools
152.997500,0.00000,WPRL740,"Medical Helicopters / EMS Agencies (Area Wide) Air Evac Lifeteam",Statewide,"Dispatch - St Clair (Cuba-Crawford Co)","AEL Cuba","032 DPL",,FMN,BM,"EMS Dispatch"
153.005000,159.54000,WRKG733,"Couch R-1 School District",Oregon,"Buses / Ops / Admin","Couch R1 Sch","94.8 PL",,FMN,RM,Schools
153.005000,159.99000,KIF349,"Silver Dollar City (Branson) Operations",Statewide,"Ride Maintenance","SDC-5 Ride Maint","114 DPL",,FMN,RM,Business
153.005000,0.00000,WQUB528,"Businesses, Attractions and Recreation River Area",Statewide,"MO-Parks: Cconcessionaire","MO Parks - 1","127.3 PL",,FMN,BM,Business
153.012500,158.38500,WQQN756,"Sedalia Schools",Pettis,"First Student Buses","FirstStudent Sed","114 DPL",,FMN,RM,Schools
153.020000,159.64500,WQXL475,Caruthersville,Pemiscot,"Police: Tac","Caru PD Tac 210","CC 1|TG 210|SL 2",,DMRE,RM,"Law Tac"
153.020000,0.00000,WNBM740,"Businesses, Attractions and Recreation Miscellaneous",Statewide,"Politte Ready Mix","Politte ReadyMix","151.4 PL",,FMN,BM,Business
153.020000,0.00000,,"Businesses, Attractions and Recreation Agricultural",Statewide,"Lohmann Farms","Lohmann Farm",,,FMN,BM,Business
153.020000,0.00000,WQJP202,"Airports - Other Airlines",Statewide,"Aero Charter Jet Center","KSUS AeroChrtr 1",,,FMN,M,Business
153.020000,0.00000,WQKA631,"Airports Branson Airport",Statewide,Operations,"BBG Airport 3",,,FMN,BM,"Public Works"
153.020000,159.64500,WQXL475,Caruthersville,Pemiscot,"Police: Dispatch","Caruth Police","CC 1|TG 299|SL 2",,DMRE,RM,"Law Dispatch"
153.020000,158.38500,WPQD404,"Businesses Downtown Businesses",Statewide,"US Bank / Mercantile Center: Security (was D351)","USB Security","CC 13|TG 1000|SL 1",,DMRe,RM,Security
153.027500,0.00000,n/a,"KAMO Power",Stone,"Site: 016 Indian Ridge",n/a,n/a,n/a,NXDN,RM,TRS
153.042500,0.00000,n/a,"KAMO Power",McDonald,"Site: 036 Pineville",n/a,n/a,n/a,NXDN,RM,TRS
153.050000,0.00000,n/a,"KAMO Power",Camden,"Site: 017 Adair",n/a,n/a,n/a,NXDN,RM,TRS
153.050000,158.16000,WQIG815,"Riverview Gardens School District (Bellefontaine Neighbors)","St. Louis","Westview Middle: Admin/Security","RGSD WMS Ops","CC 5|TG 400|SL 2",,DMR,RM,Schools
153.050000,158.16000,WQIG815,"Riverview Gardens School District (Bellefontaine Neighbors)","St. Louis","Westview Middle: Custodians?","RGSD WMS Ops B","CC 5|TG 500|SL 2",,DMR,RM,Schools
153.057500,0.00000,n/a,"KAMO Power",Cedar,"Site: 011 Eldorado Springs",n/a,n/a,n/a,NXDN,RM,TRS
153.057500,158.22500,WQXF474,"Sullivan Public Schools",Franklin,Buses,"Sullivan Sch Bus","233.6 PL",,FMN,RM,Schools
153.065000,159.75000,WQGU262,"Businesses, Recreation and Attractions Miscellaneous",Statewide,"True Manufacturing (Bowling Green)","True Mfg","179.9 PL",,FMN,RM,Business
153.072500,0.00000,n/a,"KAMO Power",Cass,"Site: 002 Belton",n/a,n/a,n/a,NXDN,RM,TRS
153.080000,158.30000,KNNK805,"Businesses, Attractions and Recreation Nevada - Miscellaneous Businesses",Statewide,"3M: Security (Scrambled)","3M Security","141.3 PL",,FMNE,RM,Security
153.080000,0.00000,WQIA711,"Medical Helicopters / EMS Agencies (Area Wide) Air Evac Lifeteam",Statewide,"Dispatch - Troy (Lincoln Co)","AEL Troy MO","073 DPL",,FMN,BM,"EMS Dispatch"
153.095000,0.00000,WQIF745,"Medical Helicopters / EMS Agencies (Area Wide) Air Evac Lifeteam",Statewide,"Dispatch - St Clair (O'Fallon-St Charles)","AEL OFallonMO","073 DPL",,FMN,BM,"EMS Dispatch"
153.095000,0.00000,n/a,"KAMO Power",Dallas,"Site: 005 Buffalo",n/a,n/a,n/a,NXDN,RM,TRS
153.095000,158.17500,WRDX292,Miscellaneous,Ripley,"Shepard Farms (Ripley)","Shepard Farms","054 DPL",,FMN,RM,Business
153.102500,158.15250,WQCI901,"Thayer School District R2",Oregon,Base,"ThayerR2Sch Base",CSQ,,FMN,RM,Schools
153.102500,158.15250,WQCI901,"Thayer R2 School District",Howell,Operations,"Thayer School ",,,FMN,RM,Schools
153.102500,0.00000,n/a,"KAMO Power",Bates,"Site: 007 Butler",n/a,n/a,n/a,NXDN,RM,TRS
153.117500,0.00000,n/a,"KAMO Power",Dade,"Site: 021 Dadeville",n/a,n/a,n/a,NXDN,RM,TRS
153.117500,158.26500,WPHY612,"Businesses Miscellaneous",Statewide,"Oats Transit (Sedalia)","Oats Transit","CC 1|TG 1|SL 1",,DMR,RM,Transportation
153.125000,0.00000,WNGB790,Duenweg,Jasper,"Fireground [DNWG FD 1]","Duenweg Fire 1",,,FMN,M,Fire-Tac
153.125000,0.00000,WNZR749,Miscellaneous,Ripley,"Wyatt Farms (Ripley) [Expired 6/22]","Wyatt Farms",,,FMN,BM,Business
153.125000,0.00000,,"Businesses, Attractions and Recreation Retail",Statewide,"Buchheit Stores (Perryville)","Buchheit Pv 3",CSQ,,FMN,M,Business
153.132400,159.51750,WQUI643,"Maries County RII School District",Maries,"Operations (possibly 91.5)","MariesR2 Sch Bus",,,FMN,RM,Schools
153.140000,0.00000,n/a,"KAMO Power",Cedar,"Site: 011 Eldorado Springs",n/a,n/a,n/a,NXDN,RM,TRS
153.147500,158.20500,WSBX925,"Jasper R5 Schools (Jasper-city)",Jasper,Buses,"Jasper R5 SchBus","331 DPL",,FMN,RM,Schools
153.147500,158.13750,WNW521,"Capital Region Medical Center (Jefferson City)",Cole,"CRMC Security",CRMGCSecurity,"167.9 PL",,FMN,RM,Security
153.155000,0.00000,WQKA631,"Airports Branson Airport",Statewide,"Operations (unidentified input)","BBG Airport R","186.2 PL",,FMN,RM,"Public Works"
153.162500,0.00000,n/a,"Ozark Electric Cooperative (DMR)",Greene,"Site: 008 Cave Springs",n/a,n/a,n/a,DMR,RM,TRS
153.170000,0.00000,n/a,"KAMO Power",Camden,"Site: 017 Adair",n/a,n/a,n/a,NXDN,RM,TRS
153.170000,0.00000,WPMR377,"Truman State University (Kirksville)",Adair,"Recreation Center [Expired 11/23]","TSU Rec Cntr 3",,,FMN,M,Schools
153.170000,0.00000,WQJF404,"Braymer C4 Schools",Caldwell,Operations,"Braymer C4 Sch","141.3 PL",,FMN,BM,Schools
153.170000,158.28000,WQUE288,Miscellaneous,Ripley,"Spargo Farm  (Neelyville)","Spargo Farm","199.5 PL",,FMN,RM,Business
153.177500,0.00000,n/a,"KAMO Power",Henry,"Site: 026 Shawnee Mound",n/a,n/a,n/a,NXDN,RM,TRS
153.200000,0.00000,WQGS676,"Doniphan R1 School District",Ripley,"Buses/Ops Simplex (Ch 2) (rare use)","Donph Schools 2",,,FMN,BM,Schools
153.200000,0.00000,KJJ960,"Businesses, Recreation and Attractions Holcim US (Clarksville)",Statewide,"Operations [Expired 7/15]","Holcim V1",,,FMN,BM,Business
153.207500,160.02750,WQJQ821,Miscellaneous,Cooper,"Alpers Brothers Farms","Alpers Farms","107.2 PL",,FMN,RM,Business
153.215000,0.00000,WQCD342,"Medical Helicopters / EMS Agencies (Area Wide) Air Evac Lifeteam",Statewide,"Dispatch - Kirksville (Adair Co)","AEL KirksvMO","032 DPL",,FMN,BM,"EMS Dispatch"
153.215000,158.10000,WQPC291,"Ste. Genevieve Schools","Ste. Genevieve","Fallert Bus Service (R2)","SteGen SchoolBus","100.0 PL",,FMN,RM,Schools
153.215000,158.41500,WREN208,"Linn Creek",Camden,"EMS: Dispatch","MedTrans EMS","125 DPL",,FMN,RM,"EMS Dispatch"
153.215000,158.37000,WNQQ334,"West County School District (Leadwood)","St. Francois","Buses (Park Hills, Leadwood)","WStF School Bus","179.9 PL",,FMN,RM,Schools
153.222500,0.00000,n/a,"KAMO Power",Bates,"Site: 007 Butler",n/a,n/a,n/a,NXDN,RM,TRS
153.230000,0.00000,WQBK865,"Mineral Area College (Park Hills)","St. Francois","Department of Public Safety (Security)","MAC Security",,,FMN,M,Security
153.230000,160.03500,WQJY713,"School of The Osage (Ulman)",Miller,Operations,"School Osage Ops","97.4 PL",,FMN,RM,Schools
153.230000,0.00000,WQKA631,"Airports Branson Airport",Statewide,Operations,"BBG Airport 4",,,FMN,BM,"Public Works"
153.230000,0.00000,WNGB790,Duenweg,Jasper,"Fireground [DNWG FD 2]","Duenweg Fire 2",,,FMN,M,Fire-Tac
153.230000,0.00000,WQRL660,"Lawson Schools",Clay,"Durham School Bus: Lawson District [Expired 6/23]","Lawson Sch Bus","413 DPL",,FMN,BM,Schools
153.230000,0.00000,WQHI842,"Bus Companies",Ray,"Durham Bus Services (Lawson) [License Terminated]","Durham Bus",,,FMN,BM,Schools
153.245000,0.00000,WQBK865,"Mineral Area College (Park Hills)","St. Francois",Admin,"MAC Admin",,,FMN,M,Schools
153.245000,0.00000,KJJ960,"Businesses, Recreation and Attractions Holcim US (Clarksville)",Statewide,"Operations [Expired 7/15]","Holcim V2",,,FMN,M,Business
153.245000,158.28000,WRDH746,"Columbia Public School District",Boone,"Operations (was 452.3625)","Columb Sch 153.2",,,FMN,RM,Schools
153.260000,0.00000,WNSR916,"Medical Helicopters / EMS Agencies (Area Wide) Air Evac Lifeteam",Statewide,"Dispatch - Sedalia (Pettis Co)","AEL Sedalia","065 DPL",,FMN,BM,"EMS Dispatch"
153.260000,0.00000,WNGB790,Duenweg,Jasper,"Fireground [DNWG FD 3]","Duenweg Fire 3",,,FMN,M,Fire-Tac
153.282500,0.00000,n/a,"KAMO Power",Cedar,"Site: 011 Eldorado Springs",n/a,n/a,n/a,NXDN,RM,TRS
153.290000,158.90250,WZZ284,"Central Dispatch",Lincoln,"Municipal Law Dispatch: East [EAST MUN]","Lincoln Law East","141.3 PL",,FMN,RM,"Law Dispatch"
153.297500,0.00000,n/a,"KAMO Power",Bates,"Site: 007 Butler",n/a,n/a,n/a,NXDN,RM,TRS
153.305000,0.00000,n/a,"Three Rivers Electric Cooperative (MO)",Gasconade,"Site: 004 Owensville",n/a,n/a,n/a,DMR,RM,TRS
153.312500,158.20500,WQXD633,"Cox EMS",Christian,"EMS: Dispatch - Christian County","Cox EMS Chr Disp","CC 5|TG 103|SL 1",,DMR,RM,"EMS Dispatch"
153.320000,158.37000,WNNG462,"East Newton School District R6 (Granby)",Newton,"Operations [Expired 1/24]","ENwtn School 1","054 DPL",,FMN,RM,Schools
153.320000,158.31000,WPNV423,Miscellaneous,Maries,"Wood, Lloyd (Multiple Bases, Rolla)","Wood Lloyd","77.0 PL",,FMN,RM,Business
153.335000,158.13750,WPCW501,Businesses,Christian,"Southwest Materials","SW Materials","CC 1|TG *|SL 1",,DMR,RM,Business
153.342500,158.13750,WRMT839,Recreation,Shannon,"Carr's Canoe Rental","Carr Canoe","77.0 PL",,FMN,RM,Business
153.350000,158.14500,WQIA712,"Medical Helicopters / EMS Agencies (Area Wide) Air Evac Lifeteam",Statewide,"Dispatch - Gainesville (Ozark Co)","AEL Gainesville","032 DPL",,FMN,RM,"EMS Dispatch"
153.372500,0.00000,n/a,"Ozark Electric Cooperative (DMR)",Dade,"Site: 006 Lockwood",n/a,n/a,n/a,DMR,RM,TRS
153.380000,0.00000,WNGB790,Duenweg,Jasper,"Fireground [DNWG FD 4]","Duenweg Fire 4",,,FMN,M,Fire-Tac
153.380000,158.43750,WQAT515,"Dallas County R-1 School District",Dallas,"Buses / Ops","Dallas Schools B","CC 2|TG 1|SL 1",,DMR,RM,Schools
153.380000,0.00000,,"Businesses, Attractions and Recreation Agricultural",Statewide,"Hoff Brothers Farms",HoffBrosFarm,,,FMN,BM,Business
153.387500,0.00000,n/a,"KAMO Power",Bates,"Site: 007 Butler",n/a,n/a,n/a,NXDN,RM,TRS
153.395000,0.00000,WQGG725,Agricultural,Shelby,"Carroll Family Farms (Clarence)",CarrollFarms,,,FMN,BM,Business
153.395000,0.00000,WQKA631,"Airports Branson Airport",Statewide,Operations,"BBG Airport 5",,,FMN,BM,"Public Works"
153.402500,158.28750,WQYY724,"Ava School District R1",Douglas,Operations,"Ava R1 Ops","CC 1|TG *|SL *",,DMR,RM,Schools
153.402500,0.00000,n/a,"KAMO Power",McDonald,"Site: 036 Pineville",n/a,n/a,n/a,NXDN,RM,TRS
153.417500,0.00000,WQJD862,"Howell-Oregon Public Water District",Howell,"Howell County Public Water Supply District 3: Ops (Willow Springs)","HCPWD3 Ops",,,FMN,BM,"Public Works"
153.425000,0.00000,n/a,"Ozark Electric Cooperative (DMR)",Christian,"Site: 001 Nixa",n/a,n/a,n/a,DMR,RM,TRS
153.425000,158.23500,WQCD665,"Water Districts",Ray,"Consolidated Public Water Supply District #2: Operations (Rayville)","CPWSD#2 Ops",,,FMN,RM,Utilities
153.440000,158.26500,WPMV971,"Rolla Public School District",Phelps,Buses,"RollaSch Buses",,,FMN,RM,Schools
153.455000,0.00000,KAB364,"Businesses Businesses",Statewide,"Black River Electric Cooperative  [Expired 12/23]","BlkRivElec 1","67.0 PL",,FMN,RM,Utilities
153.455000,159.63000,KAB420,"Utilities (Area Wide) Cuivre River Electric Cooperative",Statewide,"Operations (Multiple locations) [Simulcast]","CREC 153.455","103.5 PL",,FMN,RM,Utilities
153.455000,0.00000,n/a,"KAMO Power",Cass,"Site: 002 Belton",n/a,n/a,n/a,NXDN,RM,TRS
153.455000,0.00000,n/a,"KAMO Power",Henry,"Site: 026 Shawnee Mound",n/a,n/a,n/a,NXDN,RM,TRS
153.470000,0.00000,n/a,"KAMO Power",Benton,"Site: 041 Warsaw",n/a,n/a,n/a,NXDN,RM,TRS
153.470000,158.22000,WPD96,"Utilities (Area Wide) Ozark Border Electric Cooperative",Statewide,"Electricity Ops (Carter, Butler Co)","OBEC 100 CC/BC","CC 1|TG 100|SL 1",,DMR,RM,Utilities
153.470000,158.22000,KAA336,"Utilities (Area Wide) Ozark Border Electric Cooperative",Statewide,"Electrical Ops (Ripley, Butler Co)","OBEC 100 RC/BC","CC 1|TG 100|SL 2",,DMR,RM,Utilities
153.477500,0.00000,WQTF858,"Businesses, Recreation and Attractions Agricultural",Statewide,"Logsdon Farms (Williamstown)",LogsdonFarms,"251 DPL",,FMN,M,Business
153.485000,0.00000,KFA319,Trenton,Grundy,Utilities,"TrentonUtility B",,,FMN,BM,Utilities
153.485000,0.00000,KNEE402,"Laclede County",Laclede,"Laclede County Water Company","Laclede Water",,,FMN,M,"Public Works"
153.495000,158.17500,KAB364,"Businesses Businesses",Statewide,"Black River Electric Cooperative (Frederricktown) [Expired 12/23]","BlkRivElec 2",,,FMN,RM,Utilities
153.500000,0.00000,WQBK865,"Mineral Area College (Park Hills)","St. Francois","General Service","MAC Gen Svc",,,FMN,M,Schools
153.500000,0.00000,n/a,"Ozark Electric Cooperative (DMR)",Stone,"Site: 003 Cape Fair",n/a,n/a,n/a,DMR,RM,TRS
153.500000,159.79500,WPJL352,"Clinton School District C124",Henry,Operations,"Clin School1","162.2 PL",,FMN,RM,Schools
153.507500,0.00000,n/a,"KAMO Power",Barton,"Site: 020 Lamar",n/a,n/a,n/a,NXDN,RM,TRS
153.515000,0.00000,WNJH880,"Businesses, Attractions and Recreation Utilities / Service Companies",Statewide,"Crawford Electric Coop: Dispatch (not 103.5) [Expired 5/21]","CEC Ops Bbn1",,,FMN,BM,Utilities
153.515000,158.20500,KAF261,"Businesses Utilities",Statewide,"Intercounty Electrical Coop (Rolla)","IECA Rolla","179.9 PL",,FMN,RM,Utilities
153.515000,159.63000,KAB420,"Utilities (Area Wide) Cuivre River Electric Cooperative",Statewide,"Operations (Multiple locations) [Simulcast] (CSQ CW-ID)","CREC 153.515","103.5 PL",,FMN,RM,Utilities
153.515000,0.00000,WPMH775,"Businesses, Attractions and Recreation Miscellaneous",Statewide,"Calverts Tire and Body Shop (Richmond)","Calverts Tire",,,FMN,BM,Business
153.515000,160.15500,WPMQ942,"Businesses, Media, Attractions and Recreation Businesses",Statewide,"Jerry Siemers Farms","J Siemers Farms","131 DPL",,FMN,RM,Business
153.515000,157.48500,WQXD633,"Cox EMS (Northern Stone)",Stone,"EMS: Dispatch","Cox EMS N Stone","CC 10|TG 101|SL 1",,DMR,RM,"EMS Dispatch"
153.515000,0.00000,WQRQ739,"Ripley County R4 School District",Ripley,"Lone Star School (Doniphan) <b>[Expired 7/23]","Lone Star School",CSQ,,FMN,BM,Schools
153.530000,158.16000,KAB783,"Poplar Bluff",Butler,"Public Works","PBlf PubWrks","114.8 PL",,FMN,RM,"Public Works"
153.530000,0.00000,KAB783,"Poplar Bluff",Butler,"Municpal Utilities: Operations","PBlf Utilities","114.8 PL",,FMN,BM,"Public Works"
153.545000,158.17500,WNAM510,"Businesses, Recreation and Attractions Utilities / Service Companies",Statewide,"Lewis County Rural Cooperative (Lewistown)","LCRCoop Ops",,,FMN,RM,Utilities
153.545000,158.14500,WNZR426,Government,Ripley,"Public Water Supply District 1 [Expired 6/22]","Ripley PWSD1",CSQ,,FMN,RM,"Public Works"
153.552500,158.30250,WRUW554,"Southeast Missouri State University (SEMO)","Cape Girardeau","Show Me Center: Admin, Security","SMC Admin/Sec","364 DPL",,FMN,RM,Schools
153.552500,0.00000,n/a,"KAMO Power",Barry,"Site: 008 Exeter",n/a,n/a,n/a,NXDN,RM,TRS
153.590000,0.00000,n/a,"KAMO Power",Bates,"Site: 007 Butler",n/a,n/a,n/a,NXDN,RM,TRS
153.597500,0.00000,n/a,"Bolivar Schools R1",Polk,"Site: 001 Bolivar HS",n/a,n/a,n/a,DMR,RM,TRS
153.605000,0.00000,n/a,"KAMO Power",Barton,"Site: 020 Lamar",n/a,n/a,n/a,NXDN,RM,TRS
153.605000,0.00000,WQSV493,Naylor,Ripley,"Naylor-Neeleyville Ambulance [Expired 11/23]","NayNeelyvl EMS",,,FMN,BM,"EMS Dispatch"
153.612500,0.00000,WQVS649,"Water Districts",Jefferson,"Northeast Public Sewer District of Jefferson County (CSQ)","NE PWD JeffCO",,,Telm,F,Data
153.627500,158.24250,WPWL786,"Knox County R1 School District",Knox,"Building/Grounds (Edina)","KCR1 Schools 1",,,FMN,RM,Schools
153.635000,0.00000,n/a,"KAMO Power",Henry,"Site: 026 Shawnee Mound",n/a,n/a,n/a,NXDN,RM,TRS
153.635000,0.00000,n/a,"KAMO Power",McDonald,"Site: 027 Arnett MO",n/a,n/a,n/a,NXDN,RM,TRS
153.642500,0.00000,n/a,"KAMO Power",McDonald,"Site: 036 Pineville",n/a,n/a,n/a,NXDN,RM,TRS
153.650000,0.00000,n/a,"Ozark Electric Cooperative (DMR)",Lawrence,"Site: 005 Mt Vernon",n/a,n/a,n/a,DMR,RM,TRS
153.650000,158.24250,KAD541,"Utilities (Area Wide) Pemiscot-Dunklin Electric Cooperative",Statewide,"Electrical Ops (Hayti)","PDEC Hayti","114.8 PL",,FMN,RM,Utilities
153.665000,159.60000,WPSF395,"Camdenton R-3 School District",Camden,Operations,"CamSch Ops",,,FMN,RM,Schools
153.680000,158.16000,KBK271,Hannibal,Marion,"Public Works / City Utilities (LRRP/GPS Data)","Hnbl PubWrksData","CC 1|TG *|SL *",,DMR,RM,"Public Works"
153.680000,158.16000,KBK271,Hannibal,Marion,"Public Works / City Utilities","Hnbl PubWrks 1","CC 1|TG 1|SL *",,DMR,RM,"Public Works"
153.687500,0.00000,n/a,"KAMO Power",Henry,"Site: 026 Shawnee Mound",n/a,n/a,n/a,NXDN,RM,TRS
153.695000,0.00000,n/a,"KAMO Power",Cedar,"Site: 011 Eldorado Springs",n/a,n/a,n/a,NXDN,RM,TRS
153.702500,0.00000,n/a,"KAMO Power",Benton,"Site: 041 Warsaw",n/a,n/a,n/a,NXDN,RM,TRS
153.702500,0.00000,n/a,"Three Rivers Electric Cooperative (MO)",Gasconade,"Site: 004 Owensville",n/a,n/a,n/a,DMR,RM,TRS
153.725000,159.63000,KAB420,"Utilities (Area Wide) Cuivre River Electric Cooperative",Statewide,"Operations (Warrenton-WARREN) [Simulcast]","CREC 153.725","103.5 PL",,FMN,RM,Utilities
153.725000,158.19000,WNZE850,"Cape Girardeau (City)","Cape Girardeau","Public Works: Street/Water <b>[Expired 4/22]","CG Utilities","141.3 PL",,FMN,RM,"Public Works"
153.725000,0.00000,WQGM902,Desloge,"St. Francois","Water Distribution Data","Desloge WDD ",,,Telm,F,Data
153.740000,0.00000,KOM383,"Cooper County",Cooper,"Law: Simplex (911 Ch 5)","Cooper Law 5","162.2 PL",,FMN,BM,"Law Tac"
153.740000,0.00000,WPPU664,"Monroe City",Monroe,"City Utllities: Data (CSQ)","MonCity WDD",,,Telm,F,Data
153.740000,0.00000,,"Cooper County Fire Protection District",Cooper,Fireground,"Cooper FG 3",,,FMN,M,Fire-Tac
153.755000,0.00000,WPLW443,Henrietta,Ray,"City Activities [Expired 3/23]","Henrietta LG",,,FMN,M,Multi-Tac
153.755000,159.15000,WQTS273,"Tri-County Fire And Rescue Association",Pulaski,"Fire: Dispatch / Operations","Tri-Co Fire","210.7 PL",,FMN,RM,"Fire Dispatch"
153.755000,159.15000,WQTS273,"Tri-County Fire",Camden,"Fire: Dispatch/Operations","TriCo Fire","210.7 PL",,FMN,RM,"Fire Dispatch"
153.755000,159.15000,WQTS273,"Tri-County Fire",Laclede,"Fire: Dispatch/Operations","TriCo Fire","210.7 PL",,FMN,RM,"Fire Dispatch"
153.770000,0.00000,WNPO628,"Central Callaway Fire Protection District",Callaway,"Fire/EMS: Dispatch [Purple]","Call Fire Purple","100.0 PL",,FMN,BM,"Fire Dispatch"
153.770000,151.25000,WNPO628,"Central Callaway Fire Protection District",Callaway,"Fire/EMS: Future Repeater","Call Fire Purp R",,,FMN,RM,"Fire Dispatch"
153.770000,0.00000,WPQE290,"911 / Sheriff (Central)","Ste. Genevieve","Fireground [Ch 2]","SGCo Fireground2",,,FMN,M,Fire-Tac
153.770000,0.00000,WNHV254,Glasgow,Howard,Services,"Glasglow PubWrk","100.0 PL",,FMN,M,"Public Works"
153.770000,155.81250,WNPO628,"Callaway County Emergency Operations Center",Callaway,"Fire/EMS: Paging/Dispatch/Response","Callaway Fire","173.8 PL",,FMN,RM,"Fire Dispatch"
153.777500,151.46000,KSJ235,Richland,Pulaski,Police,"Richland 911 ","054 DPL",,FMN,RM,"Law Dispatch"
153.785000,158.77500,WSCJ373,Government,Ripley,"Fire: Rural Ops (Multicast of 154.13)","Ripley RuralFire","173.8 PL",,FMN,RM,Fire-Tac
153.785000,0.00000,WPWH860,"Western Taney County Fire Protection District",Taney,"Fireground (Ch 3)","W TaneyCo FG 3","79.7 PL",,FMN,M,Fire-Tac
153.785000,0.00000,n/a,"Carthage MO Public Services",Jasper,"Site: 001 Carthage South",n/a,n/a,n/a,NXDN,RM,TRS
153.785000,0.00000,WPIG986,"Jefferson City",Cole,"Public Works","JffC PubWrk2",,,FMN,M,"Public Works"
153.800000,0.00000,KBY479,Monett,Barry,"Utilities / Water","Mone U/W 1","91.5 PL",,FMN,BM,Utilities
153.800000,0.00000,WZQ783,Odessa,Lafayette,"Fire: Mobile Extenders (?)","Odessa Fire MX",,,FMN,M,Fire-Tac
153.800000,0.00000,,Sikeston,Scott,Utilities,"Sikeston Utility","127.3 PL",,FMN,BM,"Public Works"
153.800000,0.00000,WPGW543,Dixon,Pulaski,Services,"Dixon Services",,,FMN,BM,"Public Works"
153.800000,0.00000,WNWW910,"Common/Shared State Fair - Sedalia",Statewide,"State Fair Ops","MSF Ops 1",,,FMN,M,"Public Works"
153.815000,0.00000,WPBT706,Hayti,Pemiscot,"Water Department [Expired 3/23]","Hayti Water",,,FMN,BM,"Public Works"
153.815000,0.00000,WPOY898,Columbia,Boone,"Power and Light - Water Dept","Col PL Watr2",,,FMN,B,Utilities
153.815000,0.00000,WQDR706,"Clear Springs",Texas,Fireground,"Clear Springs FG",,,FMN,M,Fire-Tac
153.830000,0.00000,WPBT562,Urbana,Dallas,"Fireground - Rural","Urbana FG Rural",,,FMN,M,Fire-Tac
153.830000,0.00000,KDU231,Rolla,Phelps,"Fire: Incident Command","Rolla Fire I/C",,,FMN,M,Fire-Tac
153.830000,0.00000,KCP586,"Cape Girardeau (City)","Cape Girardeau","(OLD) Fireground / Mutual Aid","CG Co FG/MA",,,FMN,M,Fire-Tac
153.830000,0.00000,KAH459,Smithville,Clay,Fireground,SmithvilleFG,,,FMN,M,Fire-Tac
