Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
4722,1272,"Kennett PD Tac","DE","Kennett Police: Tactical","Law Tac","Dunklin County"
4723,1273,"Kennett PD Event","D","Event Ops","Law Tac","Dunklin County"
4724,1274,"Kennett Fire","D","Kennett Fire","Fire Dispatch","Dunklin County"
4725,1275,"Kennet FD Tac 1","D","Fire Tac 1","Fire-Tac","Dunklin County"
4726,1276,"Kennet FD Tac 2","D","Fire Tac 2","Fire-Tac","Dunklin County"
4728,1278,"Kenn Fire/Rescue","D","Kennett Fire/Rescue: Main","Fire Dispatch","Dunklin County"
4732,127c,"Crdwl PD/FD Main","D","Cardwell Police/Fire: Main","Multi-Dispatch","Dunklin County"
4733,127d,"Cardwell Fire 1","D","Fire Dispatch/Ops","Fire Dispatch","Dunklin County"
4734,127e,"Senath-Horn PD","D","Senath/Hornersville Police Ops","Law Tac","Dunklin County"
4738,1282,"Arbyrd PD","D","Ops","Law Tac","Dunklin County"
4801,12c1,"Franklin All","D","All","Multi-Dispatch","Franklin County"
4802,12c2,"Franklin Travel","D","Travel","Multi-Dispatch","Franklin County"
4803,12c3,"WashingtonPolice","D","Washington Police: Main","Law Dispatch","Franklin County"
4804,12c4,"Wash Police Tac1","D","Washington Police: Tac-1 Ops","Law Tac","Franklin County"
4805,12c5,"Wash Police Tac2","D","Washington Police: Tac-2 (low use)","Law Tac","Franklin County"
4806,12c6,"Wash PD/FD Cmnd","D","Washington Police/Fire: Command","Multi-Dispatch","Franklin County"
4807,12c7,"Wash Fire Main","D","Washington Fire: Main","Fire Dispatch","Franklin County"
4808,12c8,"Wash Fire Disp","D","Washington Fire: Dispatch","Fire Dispatch","Franklin County"
4809,12c9,"Wash Fire Tac-1","D"," Washington Fire: Tac-1","Fire-Tac","Franklin County"
4810,12ca,"Wash Fire Tac-2","D","Washington Fire: Tac-2","Fire-Tac","Franklin County"
4901,1325,"Howell All","D","All","Multi-Dispatch","Howell County"
4902,1326,"Howell Travel","D","Travel","Multi-Dispatch","Howell County"
4903,1327,"Howell Sheriff","D","Sheriff: Dispatch","Law Dispatch","Howell County"
4904,1328,"Howell Shrf c2c","D","Sheriff: Car-to-Car","Law Tac","Howell County"
4905,1329,"How Sheriff Inv","D","Sheriff: Investigations","Law Tac","Howell County"
4906,132a,"Howell Shrf Jail","D","Sheriff: Jail","Corrections","Howell County"
4907,132b,"Howell OEM Ops","D","Emergency Management","Emergency Ops","Howell County"
4908,132c,"Lanton Fire Ops","D","Lanton Fire: Ops","Fire-Talk","Howell County"
4909,132d,"Lanton Fire Adm","D","Lanton Fire: Admin","Fire-Tac","Howell County"
4910,132e,"WilwSprng EMS","D","Willow Springs EMS ","EMS Dispatch","Howell County"
4914,1332,"W Springs Police","D","Willow Springs Police","Law Dispatch","Howell County"
4915,1333,"W Plains Police","D","West Plains Police","Law Dispatch","Howell County"
4916,1334,"WPlns Police C2C","D","West Plains Police: Car-to-Car","Law Talk","Howell County"
4919,1337,"WPlns Police Tac","D","West Plains Police: Tactical","Law Tac","Howell County"
4920,1338,"Mtn View Police","D","Mountain View Police","Law Dispatch","Howell County"
5001,1389,"Iron Co All","D","All","Multi-Dispatch","Iron County"
5002,138a,"Iron Co Travel","D","Travel","Multi-Dispatch","Iron County"
5004,138c,"Iron Co Sheriff","D","Sheriff: Dispatch - Main","Law Dispatch","Iron County"
5008,1390,"Iron Co Law","D","Law Dispatch - Ironton, etc (Countywide)","Law Dispatch","Iron County"
5009,1391,"Iron Co Fire","D","Fire: Dispatch (Countywide)","Fire Dispatch","Iron County"
5010,1392,"Iron Fireground","D","Fireground","Fire-Tac","Iron County"
5011,1393,"Iron Co EMS Disp","D","EMS: Dispatch/Ops","EMS Dispatch","Iron County"
5102,13ee,"Jefferson Travel","D","Travel","Multi-Dispatch","Jefferson County"
5201,1451,"Laclede All","D","All","Multi-Dispatch","Laclede County"
5202,1452,"Laclede Travel","D","Travel","Multi-Dispatch","Laclede County"
5203,1453,"Laclede CW Tac-1","D","Tac-1 (Countywide)","Multi-Tac","Laclede County"
5204,1454,"Laclede CW Tac-2","D","Tac-2 (Countywide)","Multi-Tac","Laclede County"
5205,1455,"Laclede OEM Ops","D","Office of Emergency Management: Ops","Emergency Ops","Laclede County"
5206,1456,"Laclede Fire","D","Fire","Fire Dispatch","Laclede County"
5207,1457,"Laclede Health 1","D","Health 1","Public Works","Laclede County"
5208,1458,"Laclede Health 2","D","Health 2","Public Works","Laclede County"
5209,1459,"Laclede Sheriff1","D","Sheriff 1","Law Dispatch","Laclede County"
5210,145a,"Laclede Sheriff2","D","Sheriff 2","Law Dispatch","Laclede County"
5211,145b,"Lebanon Police 1","D","Lebanon Police 1","Law Dispatch","Laclede County"
5212,145c,"Lebanon Police 2","D","Lebanon Police 2","Law Dispatch","Laclede County"
5213,145d,"Conway PubSfty","D","Conway Public Safety (Law/Fire)","Multi-Dispatch","Laclede County"
5214,145e,"Conway Police","D","Conway Police","Law Dispatch","Laclede County"
5215,145f,"Laclede Coroner","D","Coroner","Public Works","Laclede County"
5216,1460,"Lebanon Fire","D","Lebanon Fire: Dispatch","Fire Dispatch","Laclede County"
5218,1462,"Lacl Rural Fire","D","Rural Fire: Dispatch (Countywide)","Fire Dispatch","Laclede County"
5219,1463,"Lacl Rur FireTac","D","Rural Fire: Tac (Countywide)","Fire-Tac","Laclede County"
5301,14b5,"Lincoln All","D","All","Multi-Dispatch","Lincoln County"
5302,14b6,"Lincoln Travel","D","Travel","Multi-Dispatch","Lincoln County"
5303,14b7,"Lincoln Fire ","D","Fire: Dispatch [LINC CO FIRE]","Fire Dispatch","Lincoln County"
5304,14b8,"Lincoln Sheriff","D","Sheriff: Dispatch ("Central")","Law Dispatch","Lincoln County"
5305,14b9,"Lincoln EMS","D","EMS: Dispatch [LINC CO EMS]","EMS Dispatch","Lincoln County"
5306,14ba,"Lincoln EMA","D","Emergency Management [LINC CO EMA]","Emergency Ops","Lincoln County"
5310,14be,"Linc Muni Law E","D","Muni Law East: Dispatch - Future [LINC CO EAST]","Law Dispatch","Lincoln County"
5312,14c0,"Linc Muni Law S","D","Muni Law South: Dispatch - Future [LINC CO SOUTH]","Law Dispatch","Lincoln County"
5314,14c2,"Linc Muni Law W","D","Muni Law West: Dispatch - Future [LINC CO WEST]","Law Dispatch","Lincoln County"
5501,157d,"Maries All","D","All","Multi-Dispatch","Maries County "
5502,157e,"Maries Travel","D","Travel","Multi-Dispatch","Maries County "
5503,157f,"Maries Sheriff","D","Sheriff: Dispatch","Law Dispatch","Maries County "
5601,15e1,"Mississippi All","D","All","Multi-Dispatch","Mississippi County"
5602,15e2,"Miss Co Travel","D","Travel","Multi-Dispatch","Mississippi County"
5603,15e3,"CharlestonPolice","D","Charleston Police: Dispatch","Law Dispatch","Mississippi County"
5615,15ef,"Miss Co Sheriff","D","Sheriff: Dispatch","Law Dispatch","Mississippi County"
5701,1645,"NewMad Co All","D","All","Multi-Dispatch","New Madrid County"
5702,1646,"NewMad Co Travel","D","Travel","Multi-Dispatch","New Madrid County"
5703,1647,"NewMad Sheriff","D","Sheriff: Dispatch","Law Dispatch","New Madrid County"
5706,164a,"New Mad Shrf Tac","D","Sheriff: Tactical","Law Tac","New Madrid County"
5708,164c,"New Mad Co Fire","D","Fire: Dispatch","Fire Dispatch","New Madrid County"
5709,164d,"New Mad Co EMS 1","D","EMS: Dispatch 1","EMS Dispatch","New Madrid County"
5710,164e,"New Mad Co EMS 2","D","EMS: Tactical 2","EMS-Tac","New Madrid County"
5711,164f,"Portageville PD","D","Portageville Police: Dispatch","Law Dispatch","New Madrid County"
5712,1650,"Portageville PD2","D","Portageville Police: Dispatch 2","Law Dispatch","New Madrid County"
5715,1653,"New Mad Co Tones","D","Alert Tones / DTMF","Multi-Dispatch","New Madrid County"
5801,16a9,"Oregon All","D","All","Multi-Dispatch","Oregon County "
5802,16aa,"Oregon Travel","D","Travel","Multi-Dispatch","Oregon County "
5803,16ab,"Oregon Sheriff","D","Sheriff: Dispatch","Law Dispatch","Oregon County "
5808,16b0,"Thayer Police","D","Thayer Police: Dispatch ","Law Dispatch","Oregon County "
5810,16b2,"Thayer FD/EMS","De","Fire/EMS: Dispatch","Fire Dispatch","Oregon County "
5901,170d,"Ozark Co All","D","All","Multi-Dispatch","Ozark County"
5902,170e,"Ozark Co Travel","D","Travel","Multi-Dispatch","Ozark County"
5904,1710,"Ozark Co Sheriff","D","Sheriff: Dispatch","Law Dispatch","Ozark County"
6001,1771,"Pemiscot All","D","All","Multi-Dispatch","Pemiscot County"
6002,1772,"Pemiscot Travel","D","Travel","Multi-Dispatch","Pemiscot County"
6003,1773,"CaruthersvillePD","D","Caruthersville Police: Dispatch","Law Dispatch","Pemiscot County"
6004,1774,"Caruth PD Ops","D","Caruthersville Police: Operations","Law Tac","Pemiscot County"
6005,1775,"Caruth PD C2C","D","Caruthersville Police: Car-to-Car","Law Tac","Pemiscot County"
6006,1776,"Caruth PD Event","D","Caruthersville Police: Event Ops","Law Tac","Pemiscot County"
6008,1778,"Pemiscot Sheriff","D","Sheriff: Dispatch","Law Dispatch","Pemiscot County"
6009,1779,"Pem Shrf 6009","D","Sheriff: Operations","Law Tac","Pemiscot County"
6010,177a,"Pem Rural Law A","D","Rural Law: Dispatch A (Steele,Hayti,Wardell)","Law Dispatch","Pemiscot County"
6011,177b,"Pem Rural Law B","D","Rural Law: Dispatch B","Law Dispatch","Pemiscot County"
6012,177c,"Pem Rural C2C","D","Rural Law: Car-to-Car","Law Tac","Pemiscot County"
6013,177d,"Pem Rural Event","D","Rural Law: Event Ops","Law Tac","Pemiscot County"
6014,177e,"Pem Shrf C2C","D","Sheriff: Car-to-Car","Law Tac","Pemiscot County"
6015,177f,"Pem Shrf Event","D","Sheriff: Event Ops","Law Tac","Pemiscot County"
6101,17d5,"Perry All","D","All (Contact with Weldon Springs-State)","Multi-Dispatch","Perry County"
6102,17d6,"Perry Travel","D","Travel","Multi-Dispatch","Perry County"
6103,17d7,"Perry C/D Law 2","D","Law 2 - Central Dispatch","Law Dispatch","Perry County"
6104,17d8,"Perry Shrf c2c","D","Sheriff: Car-to-Car","Law Tac","Perry County"
6108,17dc,"Perry C/D Law 1","D","Law 1 - Central Dispatch","Law Dispatch","Perry County"
6201,1839,"Phelps All","D","All","Multi-Dispatch","Phelps County"
6202,183a,"Phelps Travel","D","Travel","Multi-Dispatch","Phelps County"
6203,183b,"Rolla Police 1","D","Rolla Police: Dispatch 1","Law Dispatch","Phelps County"
6204,183c,"Rolla Police 2","D","Rolla Police 2","Law Tac","Phelps County"
6205,183d,"Rolla Police 3","D","Rolla Police 3","Law Tac","Phelps County"
6206,183e,"Rolla PD SWAT 1","D","Rolla Police: SWAT 1","Law Talk","Phelps County"
6207,183f,"Rolla PD SWAT 2","D","Rolla Police: SWAT 2","Law Talk","Phelps County"
6208,1840,"Rolla PD SWAT 3","D","Rolla Police: SWAT 3","Law Talk","Phelps County"
6215,1847,"MO S/T Police","D","Missouri University of Science and Technology Police: Dispatch","Law Dispatch","Phelps County"
6217,1849,"Phelps Sheriff 1","D","Sheriff 1 (Dispatch)","Law Dispatch","Phelps County"
6218,184a,"Phelps Sheriff 2","D","Sheriff 2","Law Dispatch","Phelps County"
6219,184b,"Phelps Shrf SWAT","D","Sheriff: SWAT","Law Tac","Phelps County"
6220,184c,"Rolla Fire Disp","D","Rolla Fire: Dispatch","Fire Dispatch","Phelps County"
6221,184d,"Phelps EMS","D","EMS: Dispatch (Not in Use)","EMS Dispatch","Phelps County"
6222,184e,"Phelps SWAT All","D","SWAT: All","Law Tac","Phelps County"
6223,184f,"Phelps Fire All","D","Fire: All","Fire-Tac","Phelps County"
6224,1850,"Phelps EMS All","D","EMS: All","EMS-Tac","Phelps County"
6226,1852,"Phelps Shrf Ops","D","Sheriff: Operations","Law Tac","Phelps County"
6235,185b,"Rolla Fireground","D","Rolla Fireground","Fire-Tac","Phelps County"
6236,185c,"Rolla Fire Train","D","Rolla Fire: Training","Fire-Talk","Phelps County"
6237,185d,"Rolla FD Hazmat1","D","Rolla Fire: Hazmat 1","Fire-Talk","Phelps County"
6238,185e,"Rolla FD Hazmat2","D","Rolla Fire: Hazmat 2","Fire-Talk","Phelps County"
6239,185f,"Rolla FD Command","D","Rolla Fire: Command","Fire-Talk","Phelps County"
6301,189d,"Pike All","D","All","Multi-Dispatch","Pike County"
6302,189e,"Pike Travel","D","Travel","Multi-Dispatch","Pike County"
6305,18a1,"Pike Sheriff","D","Sheriff: Dispatch","Law Dispatch","Pike County"
6315,18ab,"Pike EMS","D","EMS: Dispatch","EMS Dispatch","Pike County"
6401,1901,"Pulaksi All","D","All","Multi-Dispatch","Pulaski County"
6402,1902,"Pulaski Travel","D","Travel","Multi-Dispatch","Pulaski County"
6403,1903,"Pulaski Sheriff","D","Sheriff: Dispatch","Law Dispatch","Pulaski County"
6501,1965,"Reynolds All","D","All","Multi-Dispatch","Reynolds County "
6502,1966,"Reynolds Travel","D","Travel","Multi-Dispatch","Reynolds County "
6503,1967,"Reynolds Sheriff","D","Sheriff: Dispatch","Law Dispatch","Reynolds County "
6601,19c9,"Ripley All","D","All","Multi-Dispatch","Ripley County"
6602,19ca,"Ripley Travel","D","Travel","Multi-Dispatch","Ripley County"
6603,19cb,"Ripley Sheriff","D","Sheriff: Dispatch","Law Dispatch","Ripley County"
6607,19cf,"Ripley Fire Cmd","D","Fire: Command","Fire-Tac","Ripley County"
6611,19d3,"Ripley EMS","D","EMS: Dispatch","EMS Dispatch","Ripley County"
6615,19d7,"Ripley Sheriff15","DE","Sheriff: Operations ","Law Tac","Ripley County"
6701,1a2d,"Scott County All","D","All","Multi-Dispatch","Scott County / Sikeston"
6702,1a2e,"Scott Co Travel","D","Travel","Multi-Dispatch","Scott County / Sikeston"
6703,1a2f,"Scott Co Sheriff","D","Sheriff: Dispatch","Law Dispatch","Scott County / Sikeston"
6704,1a30,"Scott Shrf Tac-1","D","Sheriff: Tac-1 (in use?)","Law Tac","Scott County / Sikeston"
6705,1a31,"Scott Shrf Tac-2","D","Sheriff: Tac-2 (in use?)","Law Tac","Scott County / Sikeston"
6708,1a34,"Scott Fire1 Disp","D","Fire: Dispatch - Primary","Fire Dispatch","Scott County / Sikeston"
6710,1a36,"Scott Fire2 Page","D","Fire: Paging/Tone-Outs","Fire Dispatch","Scott County / Sikeston"
6711,1a37,"N Scott Co EMS","D","North Scott County EMS: Dispatch (Scott City PD)","EMS Dispatch","Scott County / Sikeston"
6712,1a38,"Miner PoliceDisp","D","Miner Police: Dispatch","Law Dispatch","Scott County / Sikeston"
6713,1a39,"Miner Fire Disp","D","Miner Fire: Dispatch - Primary","Fire Dispatch","Scott County / Sikeston"
6715,1a3b,"Miner Police Tac","DE","Miner Police: Tactical","Law Tac","Scott County / Sikeston"
6718,1a3e,"Scott Shrf Tac","De","Sheriff: Tac","Law Tac","Scott County / Sikeston"
6719,1a3f,"Scott City Fire","D","Scott City Fire: Dispatch","Fire Dispatch","Scott County / Sikeston"
6721,1a41,"ScottCity Police","D","Scott City Police: Dispatch","Law Dispatch","Scott County / Sikeston"
6724,1a44,"Chaffe Police","D","Chafffe Police: Dispatch","Law Dispatch","Scott County / Sikeston"
6728,1a48,"Chaffee Fire","D","Chaffee Fire: Dispatch - Primary","Fire Dispatch","Scott County / Sikeston"
6801,1a91,"Shannon All","D","All","Multi-Dispatch","Shannon County"
6802,1a92,"Shannon Travel","D","Travel","Multi-Dispatch","Shannon County"
7001,1b59,"StFrancois All","D","All / Local","Multi-Dispatch","St. Francois County"
7002,1b5a,"StFrancoisTravel","D","Travel","Multi-Dispatch","St. Francois County"
7101,1bbd,"StL Co All","D","All","Multi-Tac","St Louis County"
7102,1bbe,"StL Co Travel","D","Travel","Multi-Dispatch","St Louis County"
7103,1bbf,"Eureka FPD SAR","De","Eureaka FPD Search and Rescue Team","Emergency Ops","St Louis County"
7201,1c21,"Ste Gen All Call","D","All","Multi-Dispatch","Ste. Genevieve County"
7202,1c22,"Ste Gen Travel","D","Travel","Multi-Dispatch","Ste. Genevieve County"
7301,1c85,"Stoddard All","D","All","Multi-Dispatch","Stoddard County"
7302,1c86,"Stoddard Travel","D","Travel","Multi-Dispatch","Stoddard County"
7303,1c87,"SCAD Dispatch","D","Ambulance District: Dispatch","EMS Dispatch","Stoddard County"
7304,1c88,"SCAD Tac 2","D","Ambulance District: Tac 2 [SCAD 2]","EMS-Tac","Stoddard County"
7309,1c8d,"Stod EMS Trk-Trk","DE","EMS: Truck-to-Truck ","EMS-Talk","Stoddard County"
7320,1c98,"Stoddard Sheriff","D","Sheriff: Dispatch [STODDARD SO]","Law Dispatch","Stoddard County"
7329,1ca1,"Dexter Police","D","Dexter Police: Dispatch","Law Dispatch","Stoddard County"
7401,1ce9,"Texas All","D","All / Sheriff: Dispatch","Multi-Dispatch","Texas County"
7402,1cea,"Texas Travel","D","Travel","Multi-Dispatch","Texas County"
7403,1ceb,"Texas Sheriff","D","Sheriff: Dispatch","Law Dispatch","Texas County"
7404,1cec,"Texas Shrf Supvs","De","Sheriff: Supervisor","Law Tac","Texas County"
7405,1ced,"Houston Police","D","Houston Police: Dispatch","Law Dispatch","Texas County"
7406,1cee,"Cabool Police","D","Cabool Police: Dispatch","Law Dispatch","Texas County"
7411,1cf3,"Licking Police","D","Licking Police: Dispatch","Law Dispatch","Texas County"
7501,1d4d,"Warren All","D","All","Multi-Dispatch","Warren County"
7502,1d4e,"Warren Travel","D","Travel","Multi-Dispatch","Warren County"
7603,1db3,"Wash Co Law 1","D","Law 1: Sheriff, Potosi Police, Potosi Fire, etc.","Law Dispatch","Washington County"
7604,1db4,"Wash Co Law 2","D","Law 2","Law Tac","Washington County"
7701,1e15,"Wayne All","D","All","Multi-Dispatch","Wayne County"
7702,1e16,"Wayne Travel","D","Travel","Multi-Dispatch","Wayne County"
7703,1e17,"Wayne Sheriff","D","Sheriff: Dispatch","Law Dispatch","Wayne County"
7801,1e79,"Wright All","D","All","Multi-Dispatch","Wright County"
7802,1e7a,"Wright Travel","D","Travel","Multi-Dispatch","Wright County"
7803,1e7b,"Wright Sheriff","D","Sheriff: Dispatch","Law Dispatch","Wright County"
7806,1e7e,"Mtn Grove Police","D","Mountain Grove Police","Law Dispatch","Wright County"
7807,1e7f,"Mtn Grove PD c2c","D","Mountain Grove Police: Car-to-Car","Law Talk","Wright County"
7808,1e80,"Mansfield Police","D","Mansflield Police","Law Dispatch","Wright County"
10001,2711,"SLPD Info A","De","Info A","Law Tac","St Louis City Police - Dispatch"
10002,2712,"SLPD District 1","De","District 1","Law Dispatch","St Louis City Police - Dispatch"
10003,2713,"SLPD District 3","DE","District 3 (99% Enc)","Law Dispatch","St Louis City Police - Dispatch"
10004,2714,"SLPD District 4","De","District 4 (99% Enc)","Law Dispatch","St Louis City Police - Dispatch"
10005,2715,"SLPD Info B","D","Info B (Unit-to-Unit only)","Law Tac","St Louis City Police - Operations"
10006,2716,"SLPD District 6","DE","District 6","Law Dispatch","St Louis City Police - Dispatch"
10007,2717,"SLPD District 5","DE","District 5","Law Dispatch","St Louis City Police - Dispatch"
10008,2718,"SLPD District 2","DE","District 2","Law Dispatch","St Louis City Police - Dispatch"
10009,2719,"SLPD SAC","DE","SAC - Stratigic Air Command (?)","Law Tac","St Louis City Police - Operations"
10010,271a,"SLPD Cmmnd Post","D","Command Post","Law Talk","St Louis City Police - Operations"
10011,271b,"SLPD SODD","De","Special Operation Deployment Division (99% Enc)","Law Dispatch","St Louis City Police - Dispatch"
10012,271c,"SLPD Tac-A U2U","DE","Tactical A - Unit-to-Unit","Law Tac","St Louis City Police - Operations"
10013,271d,"SLPD Tac-B S/S","D","Tactical B - Special Situations","Law Tac","St Louis City Police - Operations"
10014,271e,"SLPD Disaster","D","Disaster (Tactical C - Unit-to-Unit)","Law Tac","St Louis City Police - Operations"
10015,271f,"SLPD Intelligenc","D","Intelligence (Tactical D)","Law Tac","St Louis City Police - Operations"
10016,2720,"SLPD Int Affairs","D","Internal Affairs Division (IAD) (Tactical E)","Law Tac","St Louis City Police - Operations"
10017,2721,"SLPD Narcotics","DE","Narcotics/Vice (Tactical F)","Law Tac","St Louis City Police - Operations"
10018,2722,"SLPD Hostage 1","D","Hostage-1 (Tactical G)","Law Tac","St Louis City Police - Operations"
10019,2723,"SLPD Covert","D","Common/Covert","Law Tac","St Louis City Police - Operations"
10020,2724,"SLPD Comport","D","Comport (Radio Technicians)","Public Works","St Louis City Police - Operations"
10021,2725,"SLPD Regroup","D","Regroup","Law Tac","St Louis City Police - Operations"
10022,2726,"SLPD F.A.S.T.","D","Fugitive Apprehension Strike Team (FAST)","Law Tac","St Louis City Police - Operations"
10023,2727,"SLPD RADAR","DE","RADAR","Law Tac","St Louis City Police - Operations"
10024,2728,"SLPD Recon 1","D","Recon 1 (South Patrol?)","Law Tac","St Louis City Police - Operations"
10025,2729,"SLPD Recon 2","De","Recon 2","Law Tac","St Louis City Police - Operations"
10026,272a,"SLPD Recon 3","De","Recon 3 (Warrant Service?)","Law Tac","St Louis City Police - Operations"
10027,272b,"SLPD Mob Rsrv/K9","DE","Mobile Reserve/Canine (99% Enc)","Law Tac","St Louis City Police - Operations"
10028,272c,"SLPD Vice Secure","D","Vice Secure","Law Dispatch","St Louis City Police - Operations"
10029,272d,"SLPD UC-Street","D","Undercover-Street","Law Tac","St Louis City Police - Operations"
10030,272e,"SLPD Interdictn","D","Interdiction","Law Dispatch","St Louis City Police - Operations"
10031,272f,"SLPD Training","D","Training (w/dispatcher)","Law Dispatch","St Louis City Police - Operations"
10032,2730,"SLPD Homicide","D","Homicide","Law Dispatch","St Louis City Police - Operations"
10033,2731,"SPLD MCSAP","D","Motor Carrier Safety Assistance Program (MCSAP)","Law Tac","St Louis City Police - Operations"
10034,2732,"SLPD BldngsDiv","D","Buildings Division","Law Tac","St Louis City Police - Operations"
10035,2733,"ISPERN Patch","D","ISPERN Patch (Illinois - 155.475)","Law Talk","St Louis City Police - Operations"
10036,2734,"Point-to-Point","D","Point-to-Point Patch (155.37)","Law Talk","St Louis City Police - Operations"
10037,2735,"SLPD Covert10037","D","Law: Covert Operations","Law Tac","St Louis City Police - Operations"
10100,2774,"STL Govt 10100","D","Government Ops","Public Works","St Louis City - Government"
10101,2775,"SLC Water Distrb","D","Water Division: Distribution [C-WTRDIST]","Utilities","St Louis City - Government"
10102,2776,"SLC Water CstSrv","D","Water Division: Customer Service [C-WTRCUSTOM]","Utilities","St Louis City - Government"
10103,2777,"SLC Water Maint","D","Water Division: Maintenance [C-WTR-MT&TP]","Utilities","St Louis City - Government"
10104,2778,"SLC WaterProdctn","D","Water Division: Production? [C-WTRPRODUCT]","Utilities","St Louis City - Government"
10105,2779,"SLC PVB Enfrcmnt","D","Parking Violations Bureau: Enforcement [C-MTR/ENFORC]","Public Works","St Louis City - Government"
10106,277a,"SLC PVB Meters","D","Parking Violations Bureau: Meters [C-METERS]","Public Works","St Louis City - Government"
10107,277b,"SLC PVB Admin","D","Parking Violations Bureau: Admin [C-MTR/ADMIN]","Public Works","St Louis City - Government"
10108,277c,"SLC Dept Directr","D","Department Directors [C-DIRECTOR]","Public Works","St Louis City - Government"
10109,277d,"SLC Traffic/Lts","D","Traffic and Lights Division [C-TRAFFIC]","Public Works","St Louis City - Government"
10110,277e,"SLC Towing","D","Towing / Booting [C-TOWING]","Public Works","St Louis City - Government"
10111,277f,"SLC Streets","D","Street Department / Salt Trucks / Snow Plows [C-STREETS]","Public Works","St Louis City - Government"
10112,2780,"SLC Refuse","D","Refuse Department [C-REFUSE]","Public Works","St Louis City - Government"
10113,2781,"SLC Parks Dept","D","Parks Department [C-PARKS]","Public Works","St Louis City - Government"
10114,2782,"SLC Equip Srvcs","D","Equpiment Services Division [C-ESD]","Public Works","St Louis City - Government"
10115,2783,"SLC Forestry","D","Forestry Division (Tree Trimming) [C-FORESTRY]","Public Works","St Louis City - Government"
10116,2784,"SLC FacilityMgmt","D","Facilities Management Division [C-FAC/MNGT]","Public Works","St Louis City - Government"
10117,2785,"SLC AirPollution","D","Air Pollution Control [C-AIR-POLL]","Public Works","St Louis City - Government"
10118,2786,"SLC C-COM1","D","Communications Division? [C-COM1]","Public Works","St Louis City - Government"
10119,2787,"SLC Excise Div","D","Excise Division [C-EXCISE]","Public Works","St Louis City - Government"
10120,2788,"SLC STARRS","D","SLMMRS/STARRS (EOC Ops) [SLMMRS]","Emergency Ops","St Louis City - Government"
10121,2789,"SLC Srvcs-Police","D","City Services to Police Dispatch [C-POLICE]","Public Works","St Louis City - Government"
10122,278a,"SLC Regroup","D","Regroup [C-REGROUP]","Multi-Tac","St Louis City - Government"
10123,278b,"SLCS Jail CMSI","D","Medium Security Institution (C-M.S.I.)","Corrections","St Louis City Sheriff"
10124,278c,"SLCS JusticeCntr","D","Justice Center (Jail)","Corrections","St Louis City Sheriff"
10125,278d,"SLC AnimCntr","D","Health Department / Animal Control [C-HEALTH]","Public Works","St Louis City - Government"
10126,278e,"SLC Emerg Mgmnt","D","Emergency Management (CEMA)","Emergency Ops","St Louis City Sheriff"
10127,278f,"SLCS Transport","D","Transit/Transport (?)","Corrections","St Louis City Sheriff"
10128,2790,"SLCS Ops 28","D","Operations / Justice Center / Prisoner Movement","Law Dispatch","St Louis City Sheriff"
10129,2791,"SLCS ExParte","D","Ex-Parte Orders (Ops, Warrants)","Law Dispatch","St Louis City Sheriff"
10130,2792,"SLC CityMarshOps","D","City Marshal Operations [C-MARSHAL*OP]","Security","St Louis City - Government"
10133,2795,"SLC Courtroom","D","Courtroom/Jury Ops","Security","St Louis City - Government"
10136,2798,"SLC CityMarshAdm","D","City Marshal Admin [C-MARSHAL*ADM]","Security","St Louis City - Government"
10137,2799,"SLC Gateway","D","Gateway Multimodal Transportation Center [C-MTC] / EBT","Security","St Louis City - Government"
10138,279a,"SLC Park Rangers","D","Park Rangers [C-PARK RANGER]","Security","St Louis City - Government"
10140,279c,"SLCS OP 10140","D","Orders of Protection","Law Tac","St Louis City Sheriff"
10200,27d8,"SL EMS EmergBT","D","EMS: Emergency Button Trigger","EMS Dispatch","St Louis Fire Department (STLFD)"
10201,27d9,"SL EMS Dispatch","D","EMS: Dispatch [Ch 1] / Abbott EMS","EMS Dispatch","St Louis Fire Department (STLFD)"
10202,27da,"SL EMS MCI","D","EMS: Mass Casualty Incident - Secondary [Ch 2] (MCI)","EMS Dispatch","St Louis Fire Department (STLFD)"
10203,27db,"SL EMS RIC","D","EMS: Rapid Intervention Crew - Events [Ch 3] (RIC)","EMS Dispatch","St Louis Fire Department (STLFD)"
10204,27dc,"SL EMS Event 4","D","EMS: Events [Ch 4]","EMS Dispatch","St Louis Fire Department (STLFD)"
10205,27dd,"SLFD Dispatch","D","Fire: Dispatch","Fire Dispatch","St Louis Fire Department (STLFD)"
10206,27de,"SLFD District 1","D","Fire: District 1","Fire-Tac","St Louis Fire Department (STLFD)"
10207,27df,"SLFD EMS Tac-E","D","Fire: Tactical E","Fire-Tac","St Louis Fire Department (STLFD)"
10208,27e0,"SLFD Ops Tac-F","D","Fire: Tactical F","Fire-Tac","St Louis Fire Department (STLFD)"
10209,27e1,"SLFD District 2","D","Fire: District 2","Fire-Tac","St Louis Fire Department (STLFD)"
10210,27e2,"SLFD District 3","D","Fire: District 3","Fire-Tac","St Louis Fire Department (STLFD)"
10211,27e3,"SLFD District 4","D","Fire: District 4","Fire-Tac","St Louis Fire Department (STLFD)"
10212,27e4,"SLFD District 5","D","Fire: District 5","Fire-Tac","St Louis Fire Department (STLFD)"
10213,27e5,"SLFD District 6","D","Fire: District 6","Fire-Tac","St Louis Fire Department (STLFD)"
