"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
151.190000,0.00000,KAS548,"Heyworth / Randolph Township",McLean,"Fire: Storm Watch/Training (2 bases)","RTFPD Storm","173.8 PL",,FMN,BM,Fire-Tac
151.190000,158.86500,WNVE268,Oswego,Kendall,"Police: Local","Osw Police Local","506 DPL",,FMN,RM,"Law Talk"
151.190000,0.00000,,Freeport,Stephenson,"Freeport Park District [No License]","Frpt Parks 2","88.5 PL",,FMN,M,"Public Works"
151.190000,0.00000,,Freeport,Stephenson,"Police: Car-to-Car [Ch 11]","Frprt PD C2C","023 DPL",,FMN,M,"Law Talk"
151.190000,159.04500,KBG285,911/ETSB,Winnebago,"Fire: Dispatch (Rockton, Win-Bur-Sew, S Beloit) (multicast w/154.8525)","Rkt/WBS*/SB Fire","156.7 PL",,FMN,RM,"Fire Dispatch"
151.190000,0.00000,WNQZ823,"Chicago Park District",Cook,Operations,"Chicago Parks 2",,,FMN,BM,"Public Works"
151.190000,155.94000,KSJ358,"Jasper County Community Unit School District 1 (Newton)",Jasper,Buses,JasperSchBus,"162 DPL",,FMN,RM,Schools
151.197500,158.75250,WRAF921,911,Piatt,"Fire: Dispatch (Countywide)","Piatt Fire","143 DPL",,FMN,RM,"Fire Dispatch"
151.197500,159.31500,WQKS753,"Blue Island",Cook,"Park District: Security/Maintenance","BI Park Dist 1","025 DPL",,FMN,RM,"Public Works"
151.197500,158.97750,WQJJ579,Pinckneyville,Perry,"EMS: Paging/Dispatch","Pincknyville EMS","627 DPL",,FMN,RM,"EMS Dispatch"
151.197500,154.18250,WQWY869,"Sheriff / Rural Law",Morgan,"Sheriff: Dispatch (Meredosia Simulcast)","MorgSheriff Mer","41 RAN",,NXDN96e,RM,"Law Dispatch"
151.197500,159.45750,KZZ435,"Carol Stream",DuPage,"Public Works: Operations","CS Public Works","411 DPL",,FMN,RM,"Public Works"
151.197500,155.56500,KNGE380,"Brighton-Betsey Ann Fire Protection District",Macoupin,"Fire: Tone-Outs/Dispatch/Fireground  (from Jersey, Macoupin 911)","Brighton Fire","703 DPL",,FMN,RM,"Fire Dispatch"
151.200000,0.00000,,"Businesses - Countywide Communications Direct",Statewide,"Rental Radio F-02","CmDrct RR 2","703 DPL",,FMN,M,Business
151.205000,0.00000,WQLP848,Cicero,Cook,"Public Works / Forestry","Cicero PubWorks ","203.5 PL",,FMN,BM,"Public Works"
151.205000,159.27000,WNSO609,"Townships and Water Districts",Will,"Lockport Township Park District: Police [Ch 6]","Lkpt Twp ParkPD","67.0 PL",,FMN,RM,"Law Tac"
151.205000,0.00000,KZD217,"Rock Island","Rock Island","Parks and Recreation","RICi Parks","023 DPL",,FMN,BM,"Public Works"
151.205000,156.11250,WQKT973,"Bond County Community Unit 2 Schools (Greenville)",Bond,"Buses (Pocahontas Simulcast)","BCCU2 1 Poco","CC 6|TG 1|SL 1",,DMR,RM,Schools
151.205000,0.00000,,Palatine,Cook,"Salt Creek Park District: Ops [NO LICENSE]","Salt Creek Park","103.5 PL",,FMN,M,"Public Works"
151.205000,159.34500,WPUA643,"Crystal Lake",McHenry,"Crystal Lake Park District [Expired 1/22]","CrstLk Parks","146.2 PL",,FMN,RM,"Public Works"
151.205000,155.64000,WQPU356,Olney,Richland,"City Hall / Public Works <b>[Expired 8/22]","Olney PubWrks","516 DPL",,FMN,RM,"Public Works"
151.205000,154.09250,WQPD444,Sheriff,Jackson,"Sheriff: Dispatch (Rockwood - West)","Jack Shrf Rckwd","032 DPL",,FMN,RM,"Law Dispatch"
151.205000,154.71000,WSFW756,Utica,"La Salle","Fire/EMS: Dispatch/Operations - Primary","Utica Fire 1","103.5 PL",,FMN,RM,"Fire Dispatch"
151.205000,0.00000,WNUP803,Canton,Fulton,"ESDA: Local","FultonTwp Roads",,,FMN,BM,"Emergency Ops"
151.205000,153.75500,WQDF217,"Central Dispatch (911 / ETSB)",Saline,"Fire: Paging / Dispatch: (Akin-Franklin/Hamilton)","Saline Fire","97.4 PL",,FMN,RM,"Fire Dispatch"
151.212500,159.44250,WRZ568,Freeburg,"St. Clair","Fire: Dispatch","Freeburg Fire",,,FMN,RM,"Fire Dispatch"
151.212500,0.00000,WQJV865,"Sheriff / Government",Macoupin,"Sheriff: Car-to-Car / Events","Mac Sheriff c2c ","047 DPL",,FMN,M,"Law Tac"
151.212500,155.91000,KSE745,"Glenview Public Safety Dispatch Center (*)",Lake,"Lake Bluff Fire: Dispatch","Lake Bluff Fire","192.8 PL",,FMN,RM,"Fire Dispatch"
151.212500,153.80000,WQJV865,"Sheriff / Government",Macoupin,"(FORMER) Sheriff: Dispatch","Macoupin Shrf A","351 DPL",,FMN,RM,Deprecated
151.212500,156.06000,KAS760,Dixon,Lee,"Police: Dispatch [Dispatch ENC]","Dixon Police","293 NAC",,P25e,RM,"Law Dispatch"
151.212500,159.12750,WQRW398,Steger,Cook,"Fire: Dispatch [Expired 8/23] <b>(Still in use???)","Steger Fire","115 DPL",,FMN,RM,"Fire Dispatch"
151.212500,153.80000,WQJV865,"Sheriff / Government",Macoupin,"Sheriff: Dispatch [TG 1]","Macoupin Sheriff","351 NAC",,P25,RM,"Law Dispatch"
151.220000,0.00000,"WQPN366	","County Government","Jo Daviess","Fire: Countywide Response","JoDav Fire East","225.7 PL",,FMN,RM,"Fire Dispatch"
151.220000,159.46500,KUI752,"Oak Park",Cook,"Park District [Expired 2/21]","OkPk Parks B","141.3 PL",,FMN,RM,"Public Works"
151.220000,159.46500,KUI752,"Oak Park",Cook,"Park District [Expired 2/21]","OkPk Parks C","162.2 PL",,FMN,RM,"Public Works"
151.220000,159.46500,KUI752,"Oak Park",Cook,"Park District [Expired 2/21]","OkPk Parks D","179.9 PL",,FMN,RM,"Public Works"
151.220000,0.00000,,Glenview,Cook,"Park District [NO LICENSE] <b>(In use?)","Glnvw Parks1","103.5 PL",,FMN,M,"Public Works"
151.220000,159.24000,WPPG733,"BuEComm 911",Bureau,"EMS: Dispatch/Response",BuECommEMS,"186.2 PL",,FMN,RM,"EMS Dispatch"
151.220000,0.00000,KTG223,Streamwood,Cook,"Streamwood Park District [Expired 11/13] <b>in use?","Streamwood Parks","107.2 PL",,FMN,BM,"Public Works"
151.220000,0.00000,KNBF399,Palatine,Cook,"Palatine Park District","Palatine Parks","123.0 PL",,FMN,BM,"Public Works"
151.220000,0.00000,KJP469,Wheaton,DuPage,Maintenance,"WhtnPark Maint","91.5 PL",,FMN,BM,"Public Works"
151.220000,0.00000,WNKJ616,Grayslake,Lake,"Community Park District [Expired 12/12]","Grayslake Parks","179.9 PL",,FMN,BM,"Public Works"
151.220000,159.33000,KAD773,"Oak Lawn",Cook,"Park District [Expired 12/03; <b>in use?]</b>","OakLawn ParkDist","100.0 PL",,FMN,RM,"Public Works"
151.220000,159.45000,WRUK220,"Athens-Fancy Prairie Fire Department",Menard,"Fire: Dispatch","Athn-FF Fire","103.5 PL",,FMN,RM,"Fire Dispatch"
151.220000,156.00000,KEE995,911-CECOM/Sheriff/ESDA,Coles,"EMA: Alerts - Simulcast of 155.145 [Expired 9/12]","Coles EMAnew","192.8 PL",,FMN,RM,"Emergency Ops"
151.220000,159.31500,WQEI792,"I and I Firefighters Association (Catlin/Danville)",Vermilion,"Fire: Countywide Ops 1","II Fire Ops 1","CC 12|TG 33700|SL 1",,DMR,RM,Fire-Tac
151.220000,159.31500,WQEI792,"I and I Firefighters Association (Catlin/Danville)",Vermilion,"Fire: Countywide Ops 2","II Fire Ops 2","CC 12|TG 154445|SL 2",,DMR,RM,Fire-Tac
151.220000,0.00000,WQNS227,Government,Marion,"Fire/EMS/FR: Countywide Dispatch (except Centralia)","Marion Fire/EMS","165 DPL",,FMN,BM,"Fire Dispatch"
151.220000,159.46500,KUI752,"Oak Park",Cook,"Park District [Expired 2/21]","OkPk Parks A","186.2 PL",,FMN,RM,"Public Works"
151.220000,0.00000,,"Downers Grove",DuPage,"Park District (also 118.8?)","DG Parks 1","91.5 PL",,FM,BM,"Public Works"
151.220000,159.24000,WPPG733,"10-33 Ambulance Service (Spring Valley)",Bureau,"EMS: Countywide Response/Operations","10-33 EMS","186.2 PL",,FMN,RM,"EMS Dispatch"
151.227500,0.00000,WPTY955,Belvidere,Boone,"Fire: Mobile Extenders","Belv Fire MX",,,FMN,M,"Fire Dispatch"
151.227500,155.90250,KSI906,"Tinley Park",Cook,"(BACKUP) Police: Ops","TnPk Police D BU","293 NAC",,P25,RM,"Law Tac"
151.227500,154.18250,WQWY869,"Sheriff / Rural Law",Morgan,"Sheriff: Dispatch (Franklin Simulcast)",MorgSheriffFrnk,"41 RAN",,NXDN96e,RM,"Law Dispatch"
151.227500,155.90250,KSI906,"Tinley Park",Cook,"(BACKUP) Police: Ops","TnPk Police A BU","331 DPL",,FMN,RM,"Law Tac"
151.227500,156.18750,WNHJ643,Sheriff,Mercer,"Sheriff: Dispatch - New (Aledo)","Mercer Sheriff","162.2 PL",,FMN,RM,"Law Dispatch"
151.227500,159.28500,WQJS205,"West Franklin County Central Dispatch",Franklin,"Police: Dispatch - West Rural [Ch 1]","W Franklin Law ","223 DPL",,FMN,RM,"Law Dispatch"
151.227500,159.24000,KDK714,Manito,Mason,"EMS: Dispatch / Ops [TG 1]","Forman Ambulance","5 RAN",,NXDN48,RM,"EMS Dispatch"
151.235000,154.83000,KJC802,"Sheriff / 911 - CENCOM","De Witt","Sheriff: Dispatch [Farmer City Simulcast]","DeWitt Sheriff B",,,P25E,RM,"Law Dispatch"
151.235000,153.80000,KNDU272,"Sheriff / 911",Johnson,"Sheriff/Vienna Police: Dispatch [Ch 1]","Johnson Sheriff","CC 1|TG 1000|SL 1",,DMRE,RM,"Law Dispatch"
151.235000,156.17250,KUN481,Bethalto,Madison,"Police [TG 3]","Beth Police TG3","45 RAN",,NXDN48E,RM,"Law Tac"
151.235000,153.80000,KNDU272,"Sheriff / 911",Johnson,"Fire: Paging","Johnson Fire PG","CC 1|TG 1879|SL 2",,DMR,RM,"Fire Dispatch"
151.235000,153.95000,KSB298,Sheriff,Jefferson,"Sheriff: Dispatch (Boyd)","Jeff Shrf Boyd","CC 2|TG 6979|SL 1",,DMRE,RM,"Law Dispatch"
151.235000,153.95000,KSB298,Government,Jefferson,"Fire: Dispatch (Boyd)","Jeff Fire Boyd","CC 2|TG *|SL 2",,DMRE,RM,"Fire Dispatch"
151.235000,159.40500,WRZJ508,Claremont,Richland,"Fire: Dispatch","C-B Fire","179.9 PL",,FMN,RM,"Fire Dispatch"
151.235000,0.00000,KZZ384,"St. Charles",Kane,"Park District","StChrls Park","173.8 PL",,FMN,BM,"Public Works"
151.235000,0.00000,KXE682,"Des Plaines",Cook,"Park District [Expired 10/00]","DesP Parks 3","103.5 PL",,FMN,M,"Public Works"
151.235000,0.00000,KNFZ479,Addison,DuPage,"Park District [Expired 2/11]","Addison Parks",,,FMN,BM,"Public Works"
151.235000,155.97000,WPMX444,"Public Safety",Grundy,"Fire/EMS: Dispatch-South (Multicast on TRS TG1808) [Ch 2] <b>[Expired 3/24]","Grundy 911 S2","114.8 PL",,FMN,RM,"Fire Dispatch"
151.235000,0.00000,KJP469,Wheaton,DuPage,"Community Center / Rice Pool","Whtn Park CC","131.8 PL",,FMN,M,"Public Works"
151.235000,156.17250,KUN481,Bethalto,Madison,"Police: Dispatch [TG 1]","Bethalto PoliceD","45 RAN",,NXDN48E,RM,"Law Dispatch"
151.235000,0.00000,WQOP950,"911 / Sheriff / TwinComm",Whiteside,"Fire: Remote Link to 154.19 Paging Towers","Whts Fire Rem A","311 DPL",,FMN,F,"Fire Dispatch"
151.235000,0.00000,WQOP950,"911 / Sheriff / TwinComm",Whiteside,"Fire: Remote Link to 154.9 Paging Towers","Whts Fire Rem B ","411 DPL",,FMN,F,"Fire Dispatch"
151.235000,156.06750,KNJL469,Government,Adams,"EMA: Operations","Adams EMA Ops","245 DPL",,FMN,RM,"Emergency Ops"
151.242500,159.21000,KSD534,Marengo,McHenry,"(FORMER) Police: Dispatch","Marengo Police","152 DPL",,FMN,RM,"Law Tac"
151.242500,153.77750,KJJ437,"Mount Prospect",Cook,"Public Works? Police Tactical?","MtPr DMR","CC 13|TG 79|SL 1",,DMR,RM,"Public Works"
151.242500,153.77750,WQZU447,"911 / Sheriff",Greene,"Sheriff/Rural Law: Dispatch (Roodhouse-Simulcast)","Greene Law Rdhse","57 RAN",,NXDN48E,RM,"Law Dispatch"
151.250000,159.30000,KLP836,"Illinois Department of Natural Resources (IDNR) Region 5 - Southern IL",Statewide,"Ferne Clyffe State Park - Forestry HQ (Vienna)","DNR FrnClyf1",,,FMN,RM,Deprecated
151.250000,159.30000,WPKP524,"Illinois Department of Natural Resources (IDNR) Region 5 - Southern IL",Statewide,"Cache River (Belknap)","DNR CacheRv1",,,FMN,RM,Deprecated
151.250000,0.00000,KRA275,"Illinois Department of Natural Resources (IDNR) Shelby County",Statewide,"Eagle Creek State Park (Findlay-Shelby)","DNR EglCrk 1",,,FMN,B,Deprecated
151.250000,159.30000,KWS464,"Illinois Department of Natural Resources (IDNR) Shelby County",Statewide,"Wolf Creek State Park (Windsor-Shelby)","DNR WlfCrk1",,,FMN,RM,Deprecated
151.250000,159.42000,KNHM657,"Illinois Department of Natural Resources (IDNR) Region 1 - Northwest IL",Statewide,"Lake Argyle State Park (Colchester-McDonough)","DNR LkArgyle",,,FMN,RM,Deprecated
151.250000,159.24000,KNCK882,Waukegan,Lake,"Park District [Ch 1]","Waukegan Park 1","131.8 PL",,FMN,RM,"Public Works"
151.250000,0.00000,KNCK882,Waukegan,Lake,"Park District [Ch 6]","Waukegan Park 6","141.3 PL",,FMN,M,"Public Works"
151.250000,159.25500,KRB474,"Rockford  - Government",Winnebago,"Rockford Park District","Rockford Parks 1","141.3 PL",,FMN,RM,"Public Works"
151.250000,159.24000,KNCK882,Waukegan,Lake,"Park District / Snow Plows [Ch 5]","Waukegan Park 5","107.2 PL",,FMN,RM,"Public Works"
151.250000,159.42000,KA2864,"Illinois Department of Natural Resources (IDNR) Statewide",Statewide,"Southern Areas","IDNR Southern",,,FMN,RM,"Public Works"
151.250000,159.42000,KNCH712,"Illinois Department of Natural Resources (IDNR) Jasper County",Statewide,"Newton Lake Consvervation Area (Jasper)","DNR NwtnLak1",,,FMN,RM,Deprecated
151.250000,159.42000,KXG847,"Illinois Department of Natural Resources (IDNR) Jasper County",Statewide,"Sam Parr State Park (West Liberty/Newton-Jasper)","DNR SamParr1",,,FMN,RM,Deprecated
151.257500,156.02250,WPXX836,Niles,Cook,"Public Works/City Admin","Niles PW/Admin 1","516 DPL",,FMN,RM,"Public Works"
151.257500,159.39750,WQAP758,"McHenry County",McHenry,"Fire: Dispatch - North (Hebron, Richmond Twp, Spring Grove, Wonder Lake)","McHC Fire North","100.0 PL",,FMN,RM,"Fire Dispatch"
151.265000,0.00000,KSE413,"West Peoria",Peoria,"Fireground/Ops [Ch 4]","WPeo FG/Ops",CSQ,,FMN,BM,Fire-Tac
151.265000,0.00000,,Maywood,Cook,"Maywood Central Area Park District","Maywood Parks","107.2 PL",,FMN,BM,"Public Works"
151.265000,159.43500,WQPJ704,Government,Edgar,"Sheriff: Dispatch (Paris)","EdgarCo Sheriff","CC 12|TG 401|SL 1",,DMR,RM,"Law Dispatch"
151.265000,0.00000,,"Forest View",Cook,"Public Works [NO LICENSE]","FVw PubWorks","100.0 PL",,FMN,M,"Public Works"
151.265000,159.34500,WNWR520,Lombard,DuPage,"Park District, Public Works, OEM: Ops [LESTAC]","Lom Park/OEM/PW","146.2 PL",,FMN,RM,Multi-Dispatch
151.265000,155.12250,WRFI619,Ottawa,"La Salle","Public Works","Ottawa PubWorks","423 DPL",,FMN,RM,"Public Works"
151.265000,0.00000,WQPN361,"County Government","Jo Daviess","Fire/EMS: Countywide Response (Northeast)","JoDav Fire NE","206.5 PL",,FMN,RM,"Fire Dispatch"
151.265000,155.97000,WQGP899,Government,Franklin,"Sheriff/Law: Dispatch (Christopher)","Frkln Shrf Chrst","CC 5|TG *|SL *",,DMRE,RM,"Law Dispatch"
151.265000,159.31500,WQOZ819,"Fox Valley Park District (Aurora)",Kane,"(BACKUP?) Ops / Park Police: Car-to-Car","FRVPD Police","141.3 PL",,FMN,RM,"Law Talk"
151.265000,159.23250,WQVZ983,Macomb,McDonough,"Fire: Dispatch","Macomb Fire","411 DPL",,FMN,RM,"Fire Dispatch"
151.265000,0.00000,WQOY709,Rochester,Sangamon,"Fire : Local (in use)","RochstrFPD Local",,,FMN,BM,Fire-Tac
151.272500,158.75250,WQYQ464,"Addison Consolidated Dispatch Center (ACDC)",DuPage,"Pleasantview, Tri-State, Westmont (w/SC21 TG 2712)","ACDC Fire 1","71.9 PL",,FMN,RM,"Fire Dispatch"
151.280000,0.00000,WNGC783,"Illinois Department of Natural Resources (IDNR) Region 3 - East Central IL",Statewide,"Clinton Lake (DeWitt)","DNR ClntnLak","110.9 PL",,FMN,RM,Deprecated
151.280000,0.00000,WNBW206,"Illinois Department of Natural Resources (IDNR) Iroquois County Conservation Center",Statewide,"Mississippi Palisades State Park","DNR MissPal Park","123.0 PL",,FMN,BM,Deprecated
151.280000,159.30000,WNCD440,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"Frank Holten State Park (E St. Louis)","DNR FrnkHltn",,,FMN,RM,Deprecated
151.280000,159.30000,WPOY641,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"New Athens","DNR NewAthen",,,FMN,RM,Deprecated
151.280000,0.00000,WPNV264,"Illinois Department of Natural Resources (IDNR) Region 3 - East Central IL",Statewide,"Fox Ridge State Park (Charleston-Coles)","DNR FoxRidge","110.9 PL",,FMN,RM,Deprecated
151.280000,159.30000,WQFR939,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"World Shooting and Recreation Complex (Sparta-Randolph)","DNR Sparta",,,FMN,RM,Deprecated
151.280000,159.30000,WQFR939,"Businesses, Attractions and Recreation World Shooting and Recreational Complex (Sparta)",Statewide,"Conservation Repeater","IDNR Sparta",,,FMN,RM,Business
151.280000,0.00000,KZZ652,"Illinois Department of Natural Resources (IDNR) Region 3 - East Central IL",Statewide,"Moraine View State Park (Leroy-McLean)","DNR MoraineV","110.9 PL",,FMN,RM,Deprecated
151.280000,159.30000,KTN320,"Illinois Department of Natural Resources (IDNR) Region 1 - Northwest IL",Statewide,"Hennepin Canal Parkway State Park (Sheffield-LaSalle)","DNR HenCanP1",,,FMN,RM,Deprecated
151.280000,159.30000,WNBT953,"Illinois Department of Natural Resources (IDNR) Region 1 - Northwest IL",Statewide,"Donnelly State Wildlife Area (De Pue-LaSalle)","DNR Donnelly",,,FMN,RM,Deprecated
151.280000,159.30000,WNCD303,"Illinois Department of Natural Resources (IDNR) Region 1 - Northwest IL",Statewide,"Green River Conservation Area (Harmon-LaSalle)","DNR GrnRivr1",,,FMN,RM,Deprecated
151.280000,159.30000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"Metro East Areas","DNR 151.28",,,FMN,RM,Deprecated
151.280000,159.30000,KSO618,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"""Rosedale"", Pleasant Hill, Calhoun Point, Royal Lake - Jersey County (210.7 in)(Grafton)","DNR Grafton","151.4 PL",,FMN,RM,Deprecated
151.280000,159.37500,KLP836,"Illinois Department of Natural Resources (IDNR) Region 5 - Southern IL",Statewide,"Ferne Clyff State Park (Goreville)","DNR FrnClyf2",,,FMN,RM,Deprecated
151.280000,0.00000,WPKP524,"Illinois Department of Natural Resources (IDNR) Region 5 - Southern IL",Statewide,"Cache River (Belknap)","DNR CacheRv2",,,FMN,B,Deprecated
151.280000,159.37500,WPPF210,"Illinois Department of Natural Resources (IDNR) Region 5 - Southern IL",Statewide,"Tunnel Hill (Vienna)","DNR TnnlHll1",,,FMN,RM,Deprecated
151.280000,159.30000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"unknown location (127.3 in)","DNR R4 1462A","146.2 PL",,FMN,RM,Deprecated
151.280000,159.30000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"unknown location (151.4 in)","DNR R4 CSQ",CSQ,,FMN,RM,Deprecated
151.280000,159.30000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"44-83,44-72 (146.2 in)","DNR R4 1462C","146.2 PL",,FMN,RM,Deprecated
151.280000,159.30000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"unknown location (186.2 in)","DNR R4 110.9","110.9 PL",,FMN,RM,Deprecated
151.280000,159.30000,WNCD442,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"Madison County (186.2 in)","DNR R4 1514B","151.4 PL",,FMN,RM,Deprecated
151.280000,159.30000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"unknown location (141.3 in)","DNR R4 186.2","186.2 PL",,FMN,RM,Deprecated
151.280000,159.30000,WQI376,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"Beaver Dam State Park (Carlinville) (146.2 in)","DNR BeavrDam","151.4 PL",,FMN,RM,Deprecated
151.280000,159.30000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"unknown location (141.3 in)","DNR R4 1462B","146.2 PL",,FMN,RM,Deprecated
151.280000,0.00000,,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"Region 4 - Direct/Unit-to-Unit","DNR R4 u2u","210.7 PL",,FMN,M,Deprecated
151.280000,159.37500,WNCD442,"Illinois Department of Natural Resources (IDNR) Madison/Jersey/Macoupin/Greene County Area",Statewide,"Horseshoe Lake State Park (Fairmont City)","DNR HrshLake",,,FMN,RM,Deprecated
151.280000,159.37500,KRA275,"Illinois Department of Natural Resources (IDNR) Shelby County",Statewide,"Eagle Creek State Park (Findlay-Shelby)","DNR EglCrk 2",,,FMN,RM,Deprecated
151.280000,159.37500,KWS464,"Illinois Department of Natural Resources (IDNR) Shelby County",Statewide,"Wolf Creek State Park (Windsor-Shelby)","DNR WlfCrk2",,,FMN,RM,Deprecated
151.280000,159.37500,KSP291,"Illinois Department of Natural Resources (IDNR) Shelby County",Statewide,"Hidden Springs State Park (Strasburg-Shelby)","DNR HdnSpr1",,,FMN,RM,Deprecated
151.280000,159.30000,KNJA349,"Illinois Department of Natural Resources (IDNR) Starved Rock State Park (Utica)",Statewide,"Illini Base","Illini Base","123.0 PL",,FMN,RM,Deprecated
151.280000,159.30000,KA2864,"Illinois Department of Natural Resources (IDNR) Statewide",Statewide,"Central/Southern Parks (varying tones)","IDNR South",,,FMN,RM,"Public Works"
151.280000,159.30000,KNCH712,"Illinois Department of Natural Resources (IDNR) Jasper County",Statewide,"Newton Lake Consvervation Area (Jasper)","DNR NwtnLak2",,,FMN,RM,Deprecated
151.280000,159.30000,WNBM810,"Illinois Department of Natural Resources (IDNR) Jasper County",Statewide,"Sam Parr State Park (West Liberty/Newton-Jasper)","DNR SamParr3",,,FMN,RM,Deprecated
151.280000,159.30000,WNCQ252,"Illinois Department of Natural Resources (IDNR) Region 5 - Southern IL",Statewide,"Conservation Repeater (Carrier Mills/Harrisburg area) (151.4 in)","DNR Hrrsburg","146.2 PL",,FMN,RM,Deprecated
151.280000,0.00000,KA2864,"Illinois Department of Natural Resources (IDNR) Statewide",Statewide,"Maintenance/Forestry (Statewide)","IDNR Statewide",CSQ,,FMN,M,"Public Works"
151.295000,0.00000,WNAA359,Bartlett,DuPage,"Public Works / Fire [Ch 5] / Park District (Villa Olivia)","Bart PubWrks","146.2 PL",,FMN,BM,"Public Works"
151.295000,159.40500,WNQZ823,"Attractions, Sports and Concert Venues Lincoln Park Zoo (Chicago)",Statewide,"Administration / Keepers / Security (After 5 p.m.) [Ch 2]","LPZ Admin 2","311 DPL",,FMN,RM,Business
151.295000,0.00000,n/a,"Mt Vernon IL Public Safety",Jefferson,"Site: 003 Good Samaritan Hospital",n/a,n/a,n/a,DMR,RM,TRS
151.295000,159.01500,KYF467,"Schuyler County",Schuyler,"Sheriff: Dispatch (Bluff Springs-Cass) [TG 1]","Sch Sheriff BSpr","37 RAN",,NXDN48E,RM,"Law Dispatch"
151.295000,159.40500,WNQZ823,"Chicago Park District",Cook,Operations,"Chicago Parks 4","114.8 PL",,FMN,RM,"Public Works"
151.295000,153.92000,KSB926,Government,Shelby,"Sheriff: Dispatch","Shelby Sheriff ","BE9 NAC",,P25e,RM,"Law Dispatch"
151.295000,154.15250,WQQB405,"Edwards County Government",Edwards,"Highway Department (Albion)","Edwd Highway","445 DPL",,FMN,RM,"Public Works"
151.295000,0.00000,KNHB627,Plainfield,Will,"Plainfield Township Park District","Plfd Twp Parks","127.3 PL",,FMN,BM,"Public Works"
151.295000,0.00000,,Dolton,Cook,"Park District: Operations","Dolton Parks","110.9 PL",,FMN,BM,"Public Works"
151.295000,0.00000,WQOL286,Urbana,Champaign,"Park District: Operations","Urbana Parks B","506 DPL",,FMN,BM,"Public Works"
151.295000,159.39000,WPCK995,Galesburg,Knox,"Fire: Dispatch <b>[Expired 7/22]","Galesburg Fire","156.7 PL",,FMN,RM,"Fire Dispatch"
151.295000,159.40500,WNQZ823,"Sports and Concert Venues Soldier Field (Chicago Bears)",Statewide,"Chicago Park District - Soldier Field","SldrField 1","173.8 PL",,FMN,RM,"Public Works"
151.302500,156.15000,KSA418,"Glenview Public Safety Dispatch Center (*)",Lake,"Police: Lake Forest","GPSD PD LkForest","186.2 PL",,FMN,RM,"Law Dispatch"
151.302500,155.31750,WQSF534,"Tinley Park",Cook,"(BACKUP) Police: Public Safety","TnPk PD Band 2","331 DPL",,FMN,RM,"Law Tac"
151.302500,154.16750,WSHF679,"County Government",Mason,"Sheriff / Law (San Jose)","Mason Shrf Law",,,NXDN48,RM,"Law Dispatch"
151.302500,159.23250,WQQI205,Carbondale,Jackson,"Police (see wiki)","Carbondale PD 2",,,P25E,RM,"Law Tac"
151.302500,159.36000,"WQYM949 ","County Government",Mason,"Road Maintenance (Teheran)","Masn Highway A","162.2 PL",,FMN,RM,"Public Works"
151.310000,154.20500,WPJM817,"QEM Fire Protection District",Jersey,"Fire: Dispatch / Fireground","QEM Fire/Rescue","88.5 PL",,FMN,RM,"Fire Dispatch"
151.310000,154.19000,WPEI606,"St. Libory","St. Clair","Fire: Dispatch (Bi-Directional)","St Libory Fire  ","351 DPL",,FMN,RM,"Fire Dispatch"
151.310000,155.91000,WQRL863,"St. Joseph",Champaign,"Public Works / Street Dept","StJo PubWrkA","031 DPL",,FMN,RM,"Public Works"
151.310000,155.91000,WQRL863,"St. Joseph",Champaign,"Public Works / Street Dept","StJo PubWrkB","071 DPL",,FMN,RM,"Public Works"
151.310000,0.00000,WQCF874,"New Berlin/Berlin",Sangamon,Fireground,"NBIG Fire 2",CSQ,,FMN,BM,Fire-Tac
151.310000,158.78250,WROM272,"Cumberland County",Cumberland,"Sheriff: Dispatch / Neoga, Greenup Police","Cumberland Law","CC 10|TG 100|SL 1",,DMRE,RM,"Law Dispatch"
151.310000,154.84500,KSA910,Naplate,"La Salle","Police/Fire: Dispatch","Naplate PD/Fire","432 DPL",,FMN,RM,Multi-Dispatch
