"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
770.206250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Carroll,"Site: 018 Carroll",n/a,n/a,n/a,"Project 25",RM,TRS
770.206250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Decatur,"Site: 089 Van Wert",n/a,n/a,n/a,"Project 25",RM,TRS
770.206250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Franklin,"Site: 033 Latimer",n/a,n/a,n/a,"Project 25",RM,TRS
770.218750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Adair,"Site: 006 Adair",n/a,n/a,n/a,"Project 25",RM,TRS
770.218750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Chickasaw,"Site: 019 Chickasaw Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.218750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Davis,"Site: 027 Bloomfield",n/a,n/a,n/a,"Project 25",RM,TRS
770.218750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Fremont,"Site: 036 Hamburg",n/a,n/a,n/a,"Project 25",RM,TRS
770.218750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Humboldt,"Site: 056 Bradgate",n/a,n/a,n/a,"Project 25",RM,TRS
770.218750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Tama,"Site: 038 Tama",n/a,n/a,n/a,"Project 25",RM,TRS
770.343750,0.00000,n/a,"SARA Network",Marshall,"Site: 063 St. Anthony",n/a,n/a,n/a,"Project 25",RM,TRS
770.368750,0.00000,n/a,"SARA Network",Jasper,"Site: 055 Newton",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jackson,"Site: 062 Maquoketa",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jefferson,"Site: 031 Fairfield",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",O'Brien,"Site: 071 Sanborn",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Page,"Site: 020 Page Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Allamakee,"Site: 005 Waukon",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Calhoun,"Site: 013 Calhoun Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)","Cerro Gordo","Site: 065 Mason City",n/a,n/a,n/a,"Project 25",RM,TRS
770.406250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Harrison,"Site: 041 Logan",n/a,n/a,n/a,"Project 25",RM,TRS
770.418750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Johnson,"Site: 013 Linn/Johnson Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.418750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Kossuth,"Site: 055 Burt",n/a,n/a,n/a,"Project 25",RM,TRS
770.418750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Shelby,"Site: 080 Harlan",n/a,n/a,n/a,"Project 25",RM,TRS
770.431250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Lucas,"Site: 060 Chariton",n/a,n/a,n/a,"Project 25",RM,TRS
770.431250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Monona,"Site: 067 Castana",n/a,n/a,n/a,"Project 25",RM,TRS
770.431250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Clinton,"Site: 122 Clinton",n/a,n/a,n/a,"Project 25",RM,TRS
770.431250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Fayette,"Site: 032 West Union",n/a,n/a,n/a,"Project 25",RM,TRS
770.431250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Fremont,"Site: 034 Sidney",n/a,n/a,n/a,"Project 25",RM,TRS
770.431250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Guthrie,"Site: 082 Springbrook State Park",n/a,n/a,n/a,"Project 25",RM,TRS
770.431250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Hardin,"Site: 040 Iowa Falls",n/a,n/a,n/a,"Project 25",RM,TRS
770.443750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Cass,"Site: 015 Cass Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.443750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Dubuque,"Site: 009 Dubuque Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.443750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Emmet,"Site: 030 Estherville",n/a,n/a,n/a,"Project 25",RM,TRS
770.443750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Howard,"Site: 059 Lourdes",n/a,n/a,n/a,"Project 25",RM,TRS
770.443750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Pottawattamie,"Site: 053 Oakland",n/a,n/a,n/a,"Project 25",RM,TRS
770.443750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Webster,"Site: 094 Harcourt",n/a,n/a,n/a,"Project 25",RM,TRS
770.456250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Keokuk,"Site: 052 Sigourney",n/a,n/a,n/a,"Project 25",RM,TRS
770.456250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Mills,"Site: 010 Underwood/Mills Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.456250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Plymouth,"Site: 074 Le Mars",n/a,n/a,n/a,"Project 25",RM,TRS
770.456250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Carroll,"Site: 018 Carroll",n/a,n/a,n/a,"Project 25",RM,TRS
770.456250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Clinton,"Site: 054 Dewitt",n/a,n/a,n/a,"Project 25",RM,TRS
770.456250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Decatur,"Site: 089 Van Wert",n/a,n/a,n/a,"Project 25",RM,TRS
770.456250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Franklin,"Site: 033 Latimer",n/a,n/a,n/a,"Project 25",RM,TRS
770.468750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Adair,"Site: 006 Adair",n/a,n/a,n/a,"Project 25",RM,TRS
770.468750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Chickasaw,"Site: 019 Chickasaw Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.468750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Davis,"Site: 027 Bloomfield",n/a,n/a,n/a,"Project 25",RM,TRS
770.468750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Fremont,"Site: 036 Hamburg",n/a,n/a,n/a,"Project 25",RM,TRS
770.468750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Humboldt,"Site: 056 Bradgate",n/a,n/a,n/a,"Project 25",RM,TRS
770.468750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Tama,"Site: 038 Tama",n/a,n/a,n/a,"Project 25",RM,TRS
770.506250,0.00000,n/a,"SARA Network",Story,"Site: 040 Story Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.531250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Dallas,"Site: 017 Dallas Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.581250,0.00000,n/a,"SARA Network",Scott,"Site: 020 Quad Cities Metro Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.606250,0.00000,n/a,"SARA Network",Tama,"Site: 070 Tama Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.656250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Humboldt,"Site: 046 Humboldt",n/a,n/a,n/a,"Project 25",RM,TRS
770.656250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Union,"Site: 064 Union Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.668750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Marion,"Site: 063 Knoxville",n/a,n/a,n/a,"Project 25",RM,TRS
770.668750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Sac,"Site: 062 Sac Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.668750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Hamilton,"Site: 040 Hamilton Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.681250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Clinton,"Site: 122 Clinton",n/a,n/a,n/a,"Project 25",RM,TRS
770.681250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Montgomery,"Site: 048 Montgomery Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.681250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Wright,"Site: 100 Belmond",n/a,n/a,n/a,"Project 25",RM,TRS
770.693750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jasper,"Site: 069 Newton",n/a,n/a,n/a,"Project 25",RM,TRS
770.693750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Worth,"Site: 098 Joice",n/a,n/a,n/a,"Project 25",RM,TRS
770.693750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Boone,"Site: 008 Boxholm",n/a,n/a,n/a,"Project 25",RM,TRS
770.706250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Plymouth,"Site: 074 Le Mars",n/a,n/a,n/a,"Project 25",RM,TRS
770.706250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Wright,"Site: 099 Eagle Grove",n/a,n/a,n/a,"Project 25",RM,TRS
770.718750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Harrison,"Site: 042 Missouri Valley",n/a,n/a,n/a,"Project 25",RM,TRS
770.718750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Tama,"Site: 038 Tama",n/a,n/a,n/a,"Project 25",RM,TRS
770.718750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Worth,"Site: 097 Northwood",n/a,n/a,n/a,"Project 25",RM,TRS
770.718750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Boone,"Site: 108 Mackey",n/a,n/a,n/a,"Project 25",RM,TRS
770.781250,0.00000,n/a,"SARA Network",Scott,"Site: 030 Scott Co Rural Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.793750,0.00000,n/a,"SARA Network",Polk,"Site: 010 Polk Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.818750,0.00000,n/a,"SARA Network",Marshall,"Site: 063 St. Anthony",n/a,n/a,n/a,"Project 25",RM,TRS
770.843750,0.00000,n/a,"SARA Network",Jasper,"Site: 055 Newton",n/a,n/a,n/a,"Project 25",RM,TRS
770.906250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Humboldt,"Site: 046 Humboldt",n/a,n/a,n/a,"Project 25",RM,TRS
770.906250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Union,"Site: 064 Union Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.906250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Harrison,"Site: 041 Logan",n/a,n/a,n/a,"Project 25",RM,TRS
770.918750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Hamilton,"Site: 040 Hamilton Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.918750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Marion,"Site: 063 Knoxville",n/a,n/a,n/a,"Project 25",RM,TRS
770.918750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Sac,"Site: 062 Sac Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.931250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Montgomery,"Site: 048 Montgomery Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.931250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Wright,"Site: 100 Belmond",n/a,n/a,n/a,"Project 25",RM,TRS
770.931250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Dickinson,"Site: 030 Dickinson County Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
770.943750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Boone,"Site: 008 Boxholm",n/a,n/a,n/a,"Project 25",RM,TRS
770.943750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jasper,"Site: 069 Newton",n/a,n/a,n/a,"Project 25",RM,TRS
770.943750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Worth,"Site: 098 Joice",n/a,n/a,n/a,"Project 25",RM,TRS
770.956250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Madison,"Site: 061 Winterset",n/a,n/a,n/a,"Project 25",RM,TRS
770.956250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Plymouth,"Site: 074 Le Mars",n/a,n/a,n/a,"Project 25",RM,TRS
770.956250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Wright,"Site: 099 Eagle Grove",n/a,n/a,n/a,"Project 25",RM,TRS
770.956250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Harrison,"Site: 141 Woodbine",n/a,n/a,n/a,"Project 25",RM,TRS
770.968750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Adair,"Site: 001 Greenfield",n/a,n/a,n/a,"Project 25",RM,TRS
770.968750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Boone,"Site: 108 Mackey",n/a,n/a,n/a,"Project 25",RM,TRS
770.968750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Tama,"Site: 038 Tama",n/a,n/a,n/a,"Project 25",RM,TRS
770.968750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Worth,"Site: 097 Northwood",n/a,n/a,n/a,"Project 25",RM,TRS
771.006250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Dallas,"Site: 017 Dallas Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.031250,0.00000,n/a,"SARA Network",Marshall,"Site: 064 LeGrand",n/a,n/a,n/a,"Project 25",RM,TRS
771.056250,0.00000,n/a,"SARA Network",Scott,"Site: 020 Quad Cities Metro Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.056250,0.00000,n/a,"SARA Network",Benton,"Site: 010 Benton Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.093750,0.00000,n/a,"SARA Network",Story,"Site: 040 Story Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.118750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Page,"Site: 020 Page Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.131250,0.00000,n/a,"SARA Network",Grundy,"Site: 056 Grundy Center",n/a,n/a,n/a,"Project 25",RM,TRS
771.193750,0.00000,n/a,"SARA Network",Buchanan,"Site: 020 Buchanan Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.268750,0.00000,n/a,"SARA Network",Tama,"Site: 070 Tama Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.281250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Dallas,"Site: 017 Dallas Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.306250,0.00000,n/a,"SARA Network",Marshall,"Site: 063 St. Anthony",n/a,n/a,n/a,"Project 25",RM,TRS
771.393750,0.00000,n/a,"SARA Network",Scott,"Site: 030 Scott Co Rural Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.393750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Woodbury,"Site: 019 Woodbury Co / Dakota Co (NE) Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.406250,0.00000,n/a,"SARA Network",Grundy,"Site: 056 Grundy Center",n/a,n/a,n/a,"Project 25",RM,TRS
771.443750,0.00000,n/a,"SARA Network",Marshall,"Site: 064 LeGrand",n/a,n/a,n/a,"Project 25",RM,TRS
771.468750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Greene,"Site: 037 Greene County",n/a,n/a,n/a,"Project 25",RM,TRS
771.506250,0.00000,n/a,"SARA Network",Story,"Site: 040 Story Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.531250,0.00000,n/a,"SARA Network",Cedar,"Site: 150 Cedar County Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.556250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Dallas,"Site: 017 Dallas Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.556250,0.00000,n/a,"SARA Network",Scott,"Site: 020 Quad Cities Metro Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.618750,0.00000,n/a,"SARA Network",Polk,"Site: 010 Polk Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.668750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Page,"Site: 020 Page Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.718750,0.00000,n/a,"SARA Network",Marshall,"Site: 063 St. Anthony",n/a,n/a,n/a,"Project 25",RM,TRS
771.731250,0.00000,n/a,"SARA Network",Buchanan,"Site: 020 Buchanan Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.743750,0.00000,n/a,"SARA Network",Grundy,"Site: 056 Grundy Center",n/a,n/a,n/a,"Project 25",RM,TRS
771.768750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Greene,"Site: 037 Greene County",n/a,n/a,n/a,"Project 25",RM,TRS
771.818750,0.00000,n/a,"SARA Network",Jasper,"Site: 055 Newton",n/a,n/a,n/a,"Project 25",RM,TRS
771.856250,0.00000,n/a,"SARA Network",Marshall,"Site: 064 LeGrand",n/a,n/a,n/a,"Project 25",RM,TRS
771.881250,0.00000,n/a,"SARA Network",Tama,"Site: 070 Tama Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.943750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Woodbury,"Site: 019 Woodbury Co / Dakota Co (NE) Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
771.968750,0.00000,n/a,"SARA Network",Scott,"Site: 020 Quad Cities Metro Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.018750,0.00000,n/a,"SARA Network",Grundy,"Site: 056 Grundy Center",n/a,n/a,n/a,"Project 25",RM,TRS
772.068750,0.00000,n/a,"SARA Network",Cedar,"Site: 150 Cedar County Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.068750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Hancock,"Site: 041 Garner",n/a,n/a,n/a,"Project 25",RM,TRS
772.118750,0.00000,n/a,"SARA Network",Jasper,"Site: 062 Grinnell",n/a,n/a,n/a,"Project 25",RM,TRS
772.218750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Page,"Site: 020 Page Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.231250,0.00000,n/a,"SARA Network",Benton,"Site: 010 Benton Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.293750,0.00000,n/a,"SARA Network",Poweshiek,"Site: 160 Poweshiek County Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.381250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Hancock,"Site: 041 Garner",n/a,n/a,n/a,"Project 25",RM,TRS
772.393750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Harrison,"Site: 141 Woodbine",n/a,n/a,n/a,"Project 25",RM,TRS
772.418750,0.00000,n/a,"SARA Network",Tama,"Site: 070 Tama Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.418750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Woodbury,"Site: 019 Woodbury Co / Dakota Co (NE) Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.431250,0.00000,n/a,"SARA Network",Scott,"Site: 020 Quad Cities Metro Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.443750,0.00000,n/a,"SARA Network",Polk,"Site: 010 Polk Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.493750,0.00000,n/a,"SARA Network",Jasper,"Site: 062 Grinnell",n/a,n/a,n/a,"Project 25",RM,TRS
772.543750,0.00000,n/a,"SARA Network",Marshall,"Site: 064 LeGrand",n/a,n/a,n/a,"Project 25",RM,TRS
772.568750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Greene,"Site: 037 Greene County",n/a,n/a,n/a,"Project 25",RM,TRS
772.606250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Page,"Site: 020 Page Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.706250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Hancock,"Site: 041 Garner",n/a,n/a,n/a,"Project 25",RM,TRS
772.843750,0.00000,n/a,"SARA Network",Cedar,"Site: 150 Cedar County Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.893750,0.00000,n/a,"SARA Network",Scott,"Site: 020 Quad Cities Metro Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
772.918750,0.00000,n/a,"SARA Network",Jasper,"Site: 062 Grinnell",n/a,n/a,n/a,"Project 25",RM,TRS
772.943750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Harrison,"Site: 141 Woodbine",n/a,n/a,n/a,"Project 25",RM,TRS
773.031250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Cherokee,"Site: 022 Cherokee",n/a,n/a,n/a,"Project 25",RM,TRS
773.031250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jackson,"Site: 046 Sabula",n/a,n/a,n/a,"Project 25",RM,TRS
773.031250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Winnebago,"Site: 092 Leland",n/a,n/a,n/a,"Project 25",RM,TRS
773.043750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Madison,"Site: 061 Winterset",n/a,n/a,n/a,"Project 25",RM,TRS
773.056250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jackson,"Site: 096 Zwingle",n/a,n/a,n/a,"Project 25",RM,TRS
773.056250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Louisa,"Site: 058 Louisa",n/a,n/a,n/a,"Project 25",RM,TRS
773.056250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Crawford,"Site: 028 Denison",n/a,n/a,n/a,"Project 25",RM,TRS
773.068750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Warren,"Site: 043 Warren Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
773.081250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Marshall,"Site: 064 Marshalltown",n/a,n/a,n/a,"Project 25",RM,TRS
773.093750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Lyon,"Site: 051 Rock Rapids",n/a,n/a,n/a,"Project 25",RM,TRS
773.093750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Webster,"Site: 035 Fort Dodge",n/a,n/a,n/a,"Project 25",RM,TRS
773.143750,0.00000,n/a,"SARA Network",Poweshiek,"Site: 160 Poweshiek County Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
773.168750,0.00000,n/a,"SARA Network",Polk,"Site: 010 Polk Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
773.231250,0.00000,n/a,"SARA Network",Jasper,"Site: 062 Grinnell",n/a,n/a,n/a,"Project 25",RM,TRS
773.281250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Boone,"Site: 008 Woodward/Ames Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
773.281250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Cherokee,"Site: 022 Cherokee",n/a,n/a,n/a,"Project 25",RM,TRS
773.306250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Crawford,"Site: 028 Denison",n/a,n/a,n/a,"Project 25",RM,TRS
773.306250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jackson,"Site: 096 Zwingle",n/a,n/a,n/a,"Project 25",RM,TRS
773.306250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Louisa,"Site: 058 Louisa",n/a,n/a,n/a,"Project 25",RM,TRS
773.318750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Warren,"Site: 043 Warren Co Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
773.331250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Marshall,"Site: 064 Marshalltown",n/a,n/a,n/a,"Project 25",RM,TRS
773.343750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Lyon,"Site: 051 Rock Rapids",n/a,n/a,n/a,"Project 25",RM,TRS
773.343750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Webster,"Site: 035 Fort Dodge",n/a,n/a,n/a,"Project 25",RM,TRS
773.531250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jackson,"Site: 046 Sabula",n/a,n/a,n/a,"Project 25",RM,TRS
773.531250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Winnebago,"Site: 092 Leland",n/a,n/a,n/a,"Project 25",RM,TRS
773.531250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Boone,"Site: 008 Woodward/Ames Simulcast",n/a,n/a,n/a,"Project 25",RM,TRS
773.531250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Buchanan,"Site: 016 Independence",n/a,n/a,n/a,"Project 25",RM,TRS
773.531250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Cherokee,"Site: 022 Cherokee",n/a,n/a,n/a,"Project 25",RM,TRS
773.543750,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Madison,"Site: 061 Winterset",n/a,n/a,n/a,"Project 25",RM,TRS
773.556250,0.00000,n/a,"Iowa Statewide Interoperable Communications System (ISICS)",Jackson,"Site: 096 Zwingle",n/a,n/a,n/a,"Project 25",RM,TRS
