Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
31380,7a94,"OvPk PubWk All","D","Public Works: Announce (All Call)","Public Works","Johnson County KS - Overland Park"
31381,7a95,"SMSD Schools","DE","Shawnee Mission School Operations","Schools","Johnson County KS - Shawnee Mission School District (USD 512)"
31382,7a96,"OvPk PW BVSt2","D","Public Works: Street Maintenance -- Blue Valley District 1","Public Works","Johnson County KS - Overland Park"
31383,7a97,"OvPk PW SMSt2","D","Public Works: Street Maintenance -- Shawnee Mission District 2","Public Works","Johnson County KS - Overland Park"
31384,7a98,"OvPk PW BVSt2","D","Public Works: Street Maintenance -- Blue Valley District 2","Public Works","Johnson County KS - Overland Park"
31385,7a99,"OvPk PW SpecEvnt","D","Public Works: Special Events","Public Works","Johnson County KS - Overland Park"
31386,7a9a,"OvPk PW Maint","D","Public Works: Maintenance Dispatch","Public Works","Johnson County KS - Overland Park"
31387,7a9b,"OvPk PW Engnr","D","Public Works: Engineering Dispatch","Public Works","Johnson County KS - Overland Park"
31388,7a9c,"OvPk PW Traffic","D","Public Works: Traffic Services","Public Works","Johnson County KS - Overland Park"
31389,7a9d,"OvPk PW Parks","D","Public Works: Parks and Recreation","Public Works","Johnson County KS - Overland Park"
31390,7a9e,"OvPk PW DevSv","D","Public Works: Planning and Development Services ","Public Works","Johnson County KS - Overland Park"
31391,7a9f,"OvPk PW Manag","D","Public Works: Management Sevices","Public Works","Johnson County KS - Overland Park"
31392,7aa0,"OvPk PW TestEm","D","Public Works: Test/Emergency","Public Works","Johnson County KS - Overland Park"
31394,7aa2,"OvrlandPk EOC","D","Emergency Operations Center","Emergency Ops","Johnson County KS - Overland Park"
31395,7aa3,"OvPk PublicWrks1","D","Public Works 1","Public Works","Johnson County KS - Overland Park"
31396,7aa4,"OvPk PublicWrks2","D","Public Works 2","Public Works","Johnson County KS - Overland Park"
31400,7aa8,"PrVilPD All","D","Prairie Village Police -- Announce (All Call)","Law Dispatch","Johnson County KS - Prairie Village"
31401,7aa9,"PrairieVlPD1","DE","Prairie Village Police -- Dispatch","Law Dispatch","Johnson County KS - Prairie Village"
31402,7aaa,"PrairieVlPD2","D","Prairie Village Police 2","Law Tac","Johnson County KS - Prairie Village"
31403,7aab,"PrariVlPDTac","D","Prairie Village Police -- Tactical","Law Tac","Johnson County KS - Prairie Village"
31404,7aac,"PrariVlPDCty","D","Prairie Village Police -- Citywide","Law Talk","Johnson County KS - Prairie Village"
31405,7aad,"PrariVlPDAdm","DE","Prairie Village Police -- Administration","Law Talk","Johnson County KS - Prairie Village"
31406,7aae,"PrariVlPDSRO","DE","Prairie Village Police -- SRO","Law Talk","Johnson County KS - Prairie Village"
31407,7aaf,"PrVilPubWks1","D","Prairie Village Public Works 1","Public Works","Johnson County KS - Prairie Village"
31408,7ab0,"PrVilPubWks2","D","Prairie Village Public Works 2","Public Works","Johnson County KS - Prairie Village"
31409,7ab1,"PrairieVilag","D","Prairie Village","Public Works","Johnson County KS - Prairie Village"
31450,7ada,"Shawnee PD All","D","Police - Announce (All Call)","Law Dispatch","Johnson County KS - Shawnee"
31451,7adb,"Shawnee Police","DE","Police Dispatch","Law Dispatch","Johnson County KS - Shawnee"
31452,7adc,"Shawnee PD Tac1","DE","Police - Tac 1","Law Tac","Johnson County KS - Shawnee"
31453,7add,"ShanweePD Tac2","DE","Police - Tac 2","Law Tac","Johnson County KS - Shawnee"
31454,7ade,"Shawnee PD Inves","DE","Police - Investigations","Law Tac","Johnson County KS - Shawnee"
31455,7adf,"Shawnee PD 2","DE","Police 2 - Information","Law Tac","Johnson County KS - Shawnee"
31456,7ae0,"Shawnee PD 3","DE","Police 3 - Car-to-Car (dispatch clear - officers encrypted)","Law Tac","Johnson County KS - Shawnee"
31457,7ae1,"Shawnee PD Tac","DE","Police - Tactical","Law Tac","Johnson County KS - Shawnee"
31470,7aee,"Shawnee Fire All","D","Fire - Announce (All Call)","Fire Dispatch","Johnson County KS - Shawnee"
31471,7aef,"Shawnee Fire","D","Fire Dispatch","Fire Dispatch","Johnson County KS - Shawnee"
31472,7af0,"Shawnee FD Tac 1","D","Fire - Tac 1","Fire-Tac","Johnson County KS - Shawnee"
31473,7af1,"Shawnee FD Tac 2","D","Fire - Tac 2","Fire-Tac","Johnson County KS - Shawnee"
31482,7afa,"Shawnee CityWide","D","Citywide","Public Works","Johnson County KS - Shawnee"
31490,7b02,"Shawnee Pub Wrks","D","Public Works","Public Works","Johnson County KS - Shawnee"
31500,7b0c,"KS State Anounce","D","State Announce (All Call)","Interop","State of Kansas"
31501,7b0d,"KHP Troop A Disp","D","Highway Patrol Troop A Dispatch","Law Dispatch","State of Kansas"
31502,7b0e,"KHP Common","D","Highway Patrol Common","Law Tac","State of Kansas"
31503,7b0f,"K B I","D","Kansas Bureau of Investigation","Law Dispatch","State of Kansas"
31504,7b10,"KS DCF","D","Department for Children and Families","Public Works","State of Kansas"
31505,7b11,"KS Corrections","D","State Corrections","Corrections","State of Kansas"
31506,7b12,"KS ABC","D","Alcoholic Beverage Control","Law Dispatch","State of Kansas"
31507,7b13,"US Marshal","DE","US Marshals","Law Dispatch","State of Kansas"
31508,7b14,"KU Med Police","DE","University of Kansas Medical Center Police","Law Dispatch","State of Kansas"
31509,7b15,"KDOT","D","Department of Transportation","Public Works","State of Kansas"
31510,7b16,"KHP Troop A Ops2","DE","Highway Patrol Troop A Ops-2","Law Tac","State of Kansas"
31800,7c38,"MARCER All","D","MARCER Announce (All Call)","Emergency Ops","MARCER Hospitals - Ambulance to Emergency Room"
31801,7c39,"MARCER Dispatch","D","MARCER Ambulance Dispatch","EMS Dispatch","MARCER Hospitals - Ambulance to Emergency Room"
31802,7c3a,"Centerpoint Med","D","Centerpoint Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31803,7c3b,"Childrens Mercy","D","Childrens Mercy Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31804,7c3c,"Childrens South","D","Childrens Mercy South Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31806,7c3e,"KU Med Center   ","D","KU Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31807,7c3f,"LMH Health","D","Lawrence Medical Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31808,7c40,"Lee's Summit Med","D"," Lee's Summit Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31809,7c41,"Liberty Hospital","D","Liberty Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31811,7c43,"Menorah Hospital","D","Menorah Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31812,7c44,"Miami County Med","D","Miami County Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31813,7c45,"NorthKC Hospital","D","North Kansas City Hospital (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31814,7c46,"OverlandPark Med","D","Overland Park Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31815,7c47,"Olathe MedCenter","D","Olathe Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31816,7c48,"Providence Med","D","Providence Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31817,7c49,"Belton Regional ","D","Belton Regional Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31818,7c4a,"ResearchBrooksid","D","Research Medical Brookside ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31819,7c4b,"Research Medical","D","Research Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31820,7c4c,"Advent Shawnee","D","AdventHealth Shawnee Mission ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31821,7c4d,"Advent South OP ","D","AdventHealth South Overland Park ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31822,7c4e,"Advent Lenexa","D","AdventHealth Lenexa ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31823,7c4f,"St John Hospital","D","Saint John Hospital ER (Patient Reports) [Leavenworth]","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31824,7c50,"St Joseph Med","D","St. Joseph Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31825,7c51,"St Luke's East","D","St. Luke's East Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31826,7c52,"StLuke's Smithvl","D","St. Luke's North Hospital - Smithville ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31827,7c53,"St Luke's North","D","St. Luke's North Hospital - Barry Road ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31828,7c54,"StLukes Hospital","D","St. Luke's Hospital of KC ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31829,7c55,"St Lukes South","D","St. Luke's South Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31830,7c56,"St Marys Medical","D","St. Mary's Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31831,7c57,"Truman Medical","D","University Health Truman Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31832,7c58,"UniversityLakewd","D","University Health Lakewood Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31833,7c59,"KC Veterans Med","D","Kansas City VA Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31834,7c5a,"OP Pediatric","D","Overland Park Regional Medical Center Pediatric ER ","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31835,7c5b,"Eisenhower VA","D","Dwight D. Eisenhower Department of Veterans Affairs Medical Center ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31836,7c5c,"StLuke's Leawood","D","St. Luke's Leawood Community Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31837,7c5d,"St Lukes Legends","D","Saint Luke's Legends Community Hospital ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31838,7c5e,"Cass Regional   ","D","Cass Regional Medical Center ER (Patient Reports) ","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31839,7c5f,"OP Reg Shawnee ","D","Overland Park Regional Shawnee ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31840,7c60,"OP Region Olathe","D","Overland Park Regional Olathe ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31841,7c61,"AMR EMS","D","AMR Dispatch Southern Platte County","EMS Dispatch","Platte County MO"
31842,7c62,"LifeFlight Eagle","D","LifeFlight Eagle Dispatch","EMS Dispatch","Medical Helicopters"
31844,7c64,"CassCoAMRTransfr","D","Cass Regional Med Center Patient Transfers","EMS-Tac","Cass County MO"
31845,7c65,"AMR Independence","D","AMR EMS Dispatch","EMS Dispatch","Jackson County MO - Independence Fire"
31847,7c67,"JOCO PW","D","JOCO Public Works","Public Works","Johnson County KS - Public Works"
31849,7c69,"JOCO PW","D","JOCO Public Works","Public Works","Johnson County KS - Public Works"
31861,7c75,"RSI Rainbow Svcs","D","Rainbow Services Mental Health (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31862,7c76,"StLukes N Pediat","D","Saint Luke's North Pediatric ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31863,7c77,"St Lukes Roeland","D","Saint Luke's Community Hospital - Roeland Park ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31865,7c79,"St. Lukes Olathe","D","Saint Luke's Community Hospital - Olathe ER (Closed)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31866,7c7a,"St Lukes Leawood","D","Saint Luke's Community Hospital - Leawood ER (Patient Reports)","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31871,7c7f,"Lafayette RegMed","D","Lafayette Regional Medical Center ER","Hospital","MARCER Hospitals - Ambulance to Emergency Room"
31873,7c81,"Life Star ","D","Life Star Dispatch","EMS Dispatch","Medical Helicopters"
31901,7c9d,"WaterOneDisp","D","Water One Dispach","Utilities","Water One of Johnson County Ks"
31903,7c9f,"Water1 Maint","D","Water One Construction / Maintenance","Utilities","Water One of Johnson County Ks"
31905,7ca1,"Water1Servce","D","Water One Service / Conncetions","Utilities","Water One of Johnson County Ks"
31921,7cb1,"JCCC Police T/A","D","Campus Police 2 - Talk-Around","Law Talk","Johnson County KS Community College"
32005,7d05,"SMSD School SRO","DE","School Resource Officers","Schools","Johnson County KS - Shawnee Mission School District (USD 512)"
33000,80e8,"KCFD EMS A1","D","Dispatch [A1]","Fire Dispatch","Kansas City MO - Fire"
33001,80e9,"KCFD Marshal","D","Marshal 1","Fire-Tac","Kansas City MO - Fire"
33003,80eb,"KCFD Training 1","D","Training 1","Fire-Tac","Kansas City MO - Fire"
33004,80ec,"KCFD Training 2","D","Central Jackson County Fire Automated Dispatch Testing","Fire Dispatch","Kansas City MO - Fire"
33005,80ed,"KCFD AutomateTst","D","Automated Dispatch Testing","Fire Dispatch","Kansas City MO - Fire"
33006,80ee,"KCFD EMS A2","D","Operations [A2]","Fire-Tac","Kansas City MO - Fire"
33007,80ef,"KCFD EMS A3","D","Operations [A3]","Fire-Tac","Kansas City MO - Fire"
33008,80f0,"KCFD EMS A4","D","Operations [A4]","Fire-Tac","Kansas City MO - Fire"
33010,80f2,"KCFD EMS A5","D","Operations [A5]","Fire-Tac","Kansas City MO - Fire"
33011,80f3,"KCFD EMS A6","D","Operations [A6]","Fire-Tac","Kansas City MO - Fire"
33012,80f4,"KCFD EMS A7","D","Operations [A7]","Fire-Tac","Kansas City MO - Fire"
33013,80f5,"KCFD EMS A8","D","Operations [A8]","Fire-Tac","Kansas City MO - Fire"
33014,80f6,"KCFD EMS A9","D","Operations [A9]","Fire-Tac","Kansas City MO - Fire"
33015,80f7,"KCFD EMS A10","D","Operations [A10]","Fire-Tac","Kansas City MO - Fire"
33016,80f8,"KCFD Hazmat","D","Hazmat","Fire-Tac","Kansas City MO - Fire"
33017,80f9,"MERS Emergency","D","Metropolitan Emergency Radio System -  MERS Link to 154.1300 MHz NWS Pleasant Hill MO","Emergency Ops","Regional Interop "
33050,811a,"KCPD All Call","DE","All Call/Citywide (Attempt to Locate info)","Law Dispatch","Kansas City MO - Police Patrol"
33051,811b,"KCPD Center","DE","Center Patrol Zone","Law Dispatch","Kansas City MO - Police Patrol"
33052,811c,"KCPD Metro","DE","Metro Patrol Zone","Law Dispatch","Kansas City MO - Police Patrol"
33053,811d,"KCPD East","DE","East Patrol Zone","Law Dispatch","Kansas City MO - Police Patrol"
33054,811e,"KCPD North","DE","North Patrol Zone ","Law Dispatch","Kansas City MO - Police Patrol"
33055,811f,"KCPD South","DE","South Patrol Zone ","Law Dispatch","Kansas City MO - Police Patrol"
33057,8121,"KCPD Service","DE","Service - License Plate 10-28/29s","Law Tac","Kansas City MO - Police Patrol"
33058,8122,"KCPD Shl Creek","DE","Shoal Creek Patrol Zone ","Law Dispatch","Kansas City MO - Police Patrol"
33059,8123,"KCPD Traffic 1","DE","Traffic 1 Patrol Tac","Law Dispatch","Kansas City MO - Police Patrol"
33060,8124,"KCPD Traffic 2","DE","Traffic 2 Patrol","Law Tac","Kansas City MO - Police Patrol"
33061,8125,"KCPD PT OPS 1","DE","PT OPS 1","Law Tac","Kansas City MO - Police Special Operations"
33062,8126,"KCPD PT OPS 2","DE","PT OPS 2 ","Law Tac","Kansas City MO - Police Special Operations"
33063,8127,"KCPD PT OPS 3","DE","PT OPS 3","Law Tac","Kansas City MO - Police Special Operations"
33065,8129,"PD Mutual Aid N","D","Police Mutual Aid - North [NO PDMU AID]","Law Tac","Regional Interop "
33066,812a,"PD Mutual Aid S","D","Police Mutual Aid - South [SO PDMU AID]","Law Tac","Regional Interop "
33067,812b,"KCPD SPOPS1","DE","Special Ops-1","Law Tac","Kansas City MO - Police Special Operations"
33068,812c,"KCPD SPOPS2","DE","Special Ops-2","Law Tac","Kansas City MO - Police Special Operations"
33069,812d,"KCPD SPOPS3","DE","Special Ops-3","Law Tac","Kansas City MO - Police Special Operations"
33070,812e,"KCPD SPOPS4","DE","Special Ops-4 ","Law Tac","Kansas City MO - Police Special Operations"
33071,812f,"KCPD SPOPS5","DE","Special Ops-5","Law Tac","Kansas City MO - Police Special Operations"
33072,8130,"KCPD SPOPS6","DE","Special Ops-6","Law Tac","Kansas City MO - Police Special Operations"
33073,8131,"KCPD SPOPS7","DE","Special Ops-7","Law Tac","Kansas City MO - Police Special Operations"
33074,8132,"KCPD SPOPS8","DE","Special Ops-8","Law Tac","Kansas City MO - Police Special Operations"
33075,8133,"KCPD SPOPS9","DE","Special Ops-9","Law Tac","Kansas City MO - Police Special Operations"
33076,8134,"KCPD SPOPS10","DE","Special Ops-10 ","Law Tac","Kansas City MO - Police Special Operations"
33077,8135,"KCPD TAC 1","DE","Tac-1 [TAC-1]","Law Tac","Kansas City MO - Police Special Operations"
33078,8136,"KCPD TAC 2","DE","Tac-2 [TAC-2]","Law Tac","Kansas City MO - Police Special Operations"
33079,8137,"KCPD TAC 3","DE","Tac-3 [TAC-3]","Law Tac","Kansas City MO - Police Special Operations"
33080,8138,"KCPD TAC 4","DE","Tac-4 [TAC-4]","Law Tac","Kansas City MO - Police Special Operations"
33094,8146,"KCPA 1 33094","DE","Police Academy 1","Law Tac","Kansas City MO - Police Special Operations"
33095,8147,"KCPA 2 33095","DE","Police Academy 2","Law Tac","Kansas City MO - Police Special Operations"
33096,8148,"KCPA 3 33096","DE","Police Academy 3","Law Tac","Kansas City MO - Police Special Operations"
33097,8149,"KCPA 4 DTC","DE","Police Academy: Driver Training Course 4","Law Tac","Kansas City MO - Police Special Operations"
33098,814a,"KCPA 5","DE","Police Academy 5","Law Tac","Kansas City MO - Police Special Operations"
33100,814c,"KCPD Vice","DE","Vice","Law Tac","Kansas City MO - Police Special Operations"
33101,814d,"KCPD Vice Surv","DE","Vice Surveillance","Law Tac","Kansas City MO - Police Special Operations"
33102,814e,"KCMO 33102","DE","KC MO Police 33102","Law Tac","Kansas City MO - Police Special Operations"
33104,8150,"KCPD DrugEnf 1","DE","Drug Enforcement Unit 1","Law Tac","Kansas City MO - Police Special Operations"
33105,8151,"KCPD DrugEnf 2","DE","Drug Enforcement Unit 2","Law Tac","Kansas City MO - Police Special Operations"
33106,8152,"KCPD DrugEnf 3","DE","Drug Enforcement Unit 3","Law Tac","Kansas City MO - Police Special Operations"
33115,815b,"KCPD Narc 1","DE","Narcotics 1","Law Tac","Kansas City MO - Police Special Operations"
33116,815c,"KCMO  MDTF","DE","Metro Drug Task Force","Law Tac","Kansas City MO - Police Special Operations"
33120,8160,"Radio 1","DE","Radio Techs - KCMO","Business","Radio Technicians / Testing"
33121,8161,"Radio 2","D","Radio Techs - KCMO","Business","Radio Technicians / Testing"
33122,8162,"KCPD Inv 1","DE","Investigations 1","Law Talk","Kansas City MO - Police Special Operations"
33123,8163,"KCPD Inv 2","DE","Investigations 2","Law Talk","Kansas City MO - Police Special Operations"
33124,8164,"KCFCD BldgOp","D","Facility Service Division Building Operations","Public Works","Kansas City MO - Facility Service Division "
33125,8165,"KCFCD Ground","D","Facility Service Division Grounds","Public Works","Kansas City MO - Facility Service Division "
33151,817f,"KCI Terminal Svc","D","Terminal Services - Valet and Shuttles","Transportation","Kansas City International Airport - MCI"
33155,8183,"KCI Crash Phone","D","Tower Crash Phone","Emergency Ops","Kansas City International Airport - MCI"
33156,8184,"KCI Airport PD 1","DE","Airport Police Dispatch","Law Dispatch","Kansas City International Airport - MCI"
33158,8186,"KCFD Incident","D","Fire Incident Command","Fire-Tac","Kansas City International Airport - MCI"
33159,8187,"KCI Fire - ARFF","D","Aircraft Rescue and Fire Dispatch","Fire Dispatch","Kansas City International Airport - MCI"
33160,8188,"KCI AirptPD Ops1","D","Airport Police Tac-1/Parking Enforcement","Law Tac","Kansas City International Airport - MCI"
33161,8189,"KCI Field Maint1","D","Field Maintenance [FM1]","Public Works","Kansas City International Airport - MCI"
33162,818a,"KCI Field Maint2","D","Field Maintenance [FM2]","Public Works","Kansas City International Airport - MCI"
33163,818b,"KCI Field Maint3","D","Field Maintenance [FM3]","Public Works","Kansas City International Airport - MCI"
33164,818c,"KCI Custodial","D","Custodial Maintenance [FACCD]","Public Works","Kansas City International Airport - MCI"
33166,818e,"KCI Sturctural","D","Facilities Structural Maintenance [FACSD]","Public Works","Kansas City International Airport - MCI"
33167,818f,"KCI Operations","D","Operations Division ","Public Works","Kansas City International Airport - MCI"
33168,8190,"City Garage","D","City Garage","Public Works","Kansas City MO - City Services"
33169,8191,"KCI Airport Bus","D","Airport Bus Dispatch","Transportation","Kansas City International Airport - MCI"
33170,8192,"MKC Aiport PD","D","Downtown Airport Police","Law Dispatch","Charles B Wheeler Downtown Airport (MKC)"
33171,8193,"MKC Security","D","Downtown Airport Security - Ch 12","Security","Charles B Wheeler Downtown Airport (MKC)"
33200,81b0,"KCMO ACO 1","D","Animal Control Officers [ACO 1]","Public Works","Kansas City MO - City Services"
33201,81b1,"KCMO ACO T1","D","Animal Control Officers [ACO Tac 1]","Public Works","Kansas City MO - City Services"
33215,81bf,"MC NurseStn","D","Municipal Corrections Nurse Station ","Corrections","Kansas City MO - City Services"
33217,81c1,"SE Cmmnty Cntr","D","SE Community Center (Swope Park)","Public Works","Kansas City MO - City Services"
33220,81c4,"KCCC 1","D","Kansas City Convention Center Channel 1","Public Works","Kansas City MO - City Services"
33221,81c5,"KCCC 2","D","Kansas City Convention Center Channel 2","Public Works","Kansas City MO - City Services"
33224,81c8,"FSD","D","Facility Services Division Engineering","Public Works","Kansas City MO - City Services"
33225,81c9,"KCCCSecurity","D","KC Convention Center Security","Security","Kansas City MO - City Services"
33235,81d3,"FSDCH","D","Facility Services Division City Hall","Public Works","Kansas City MO - City Services"
33236,81d4,"C/W Security","D"," City Wide Security Division: Control Dispatch","Security","Kansas City MO - City Services"
33237,81d5,"Parking Enfrcmnt","D","Parking Enforcement","Public Works","Kansas City MO - City Services"
33238,81d6,"Corrections","D","Municipal Corrections Escort ","Corrections","Kansas City MO - City Services"
33252,81e4,"KC CodeInsp1","D","Codes Inspections Division of Development Services Channel 1","Public Works","Kansas City MO - City Services"
33253,81e5,"KC CodeInsp2","D","Codes Inspections Division of Development Services Channel 2","Public Works","Kansas City MO - City Services"
33254,81e6,"KC CodeInsp3","D","Codes Inspections Division of Development Services Channel 3","Public Works","Kansas City MO - City Services"
33255,81e7,"KC CodeInsp4","D","Codes Inspections Division of Development Services Channel 4","Public Works","Kansas City MO - City Services"
33256,81e8,"KC CodeInsp5","D","Codes Inspections Division of Development Services Channel 5","Public Works","Kansas City MO - City Services"
33257,81e9,"KC CodeInsp6","D","Codes Inspections Division of Development Services Channel 6","Public Works","Kansas City MO - City Services"
33260,81ec,"KC CodeInsp7","D","Code Inspections","Public Works","Kansas City MO - City Services"
33261,81ed,"KC CodeInsp8","D","Code Inspections","Public Works","Kansas City MO - City Services"
33270,81f6,"KC Water Disp","D","Water Department Dispatch","Public Works","Kansas City MO - City Services"
33271,81f7,"KC Water Facil","D","Water Department Facilities","Public Works","Kansas City MO - City Services"
33272,81f8,"KC Water Eng","D","Water Department Engineering","Public Works","Kansas City MO - City Services"
33277,81fd,"KC Wastewater","D","Sewer Maintenance","Public Works","Kansas City MO - Public Works"
33300,8214,"KCPW Disp","D","Dispatch","Public Works","Kansas City MO - Public Works"
33302,8216,"KCPW Ops","D","Operations","Public Works","Kansas City MO - Public Works"
33303,8217,"KCPW Plow","D","Snow Plows","Public Works","Kansas City MO - Public Works"
33304,8218,"KCPW Signals","D","Signals [PWSGN]","Public Works","Kansas City MO - Public Works"
33305,8219,"KCPW Dist 1","D","District 1 [PWD1]","Public Works","Kansas City MO - Public Works"
33306,821a,"KCPW Dist 2","D","District 2 [PWD2]","Public Works","Kansas City MO - Public Works"
33307,821b,"KCPW Dist 3","D","District 3 [PWD3]","Public Works","Kansas City MO - Public Works"
33308,821c,"KCPW Dist 4","D","District 4 [PWD4]","Public Works","Kansas City MO - Public Works"
33309,821d,"KCPW 1","D","Public Works 1","Public Works","Kansas City MO - Public Works"
33317,8225,"KCPW SldWast","D","Solid Waste [PWSW]","Public Works","Kansas City MO - Public Works"
33318,8226,"KCPW SldWstS","D","Solid Waste Supervisor [PWSWS]","Public Works","Kansas City MO - Public Works"
33350,8246,"KCPR All Call","D","All Call","Public Works","Kansas City MO - Parks and Recreation"
33351,8247,"KCPR District 1","D","District 1","Public Works","Kansas City MO - Parks and Recreation"
33352,8248,"KCPR District 2","D","District 2","Public Works","Kansas City MO - Parks and Recreation"
33353,8249,"KCPR District 3","D","District 3","Public Works","Kansas City MO - Parks and Recreation"
33354,824a,"KCPR District 4","D","District 4","Public Works","Kansas City MO - Parks and Recreation"
33356,824c,"KCPR Park Ops","D","Park Operations","Public Works","Kansas City MO - Parks and Recreation"
33360,8250,"KCPR Park Rangrs","D","Park Rangers","Public Works","Kansas City MO - Parks and Recreation"
33500,82dc,"KCM CALL","DE","Calling [KCM CALL]","Law Talk","Kansas City MO - Police Special Operations"
33501,82dd,"KCPD Common 3","DE","Common 3 [KCMOCMN3]","Law Talk","Kansas City MO - Police Special Operations"
33502,82de,"KCPD Common 4","DE","Common 4 [KCMOCMN4]","Law Talk","Kansas City MO - Police Special Operations"
33503,82df,"KCPD Common 5","DE","Common 5 [KCMOCMN5]","Law Talk","Kansas City MO - Police Special Operations"
33504,82e0,"KCPD Common 6","DE","Common 6 [KCMOCMN6]","Law Talk","Kansas City MO - Police Special Operations"
33505,82e1,"KCPD Common 7","DE","Common 7 [KCMOCMN7]","Law Talk","Kansas City MO - Police Special Operations"
33506,82e2,"KCPD Common 9","DE","Common 8 [KCMOCMN8]","Law Talk","Kansas City MO - Police Special Operations"
33510,82e6,"PubSaftyCommon 9","D","Public Safety Common 9 [PS CMN9]","Interop","Regional Interop "
33511,82e7,"PubSaftyCommon10","D","Public Safety Common 10 [PS CMN10]","Interop","Regional Interop "
33512,82e8,"PubSaftyCommon11","D","Public Safety Common 11 [PS CMN11]","Interop","Regional Interop "
33513,82e9,"PubSaftyCommon12","D","Public Safety Common 12 [PS CMN12]","Interop","Regional Interop "
33514,82ea,"PubSaftyCommon13","D","Public Safety Common 13 [PS CMN13]","Interop","Regional Interop "
33515,82eb,"PubSaftyCommon14","D","Public Safety Common 14 [PS CMN14]","Interop","Regional Interop "
34005,84d5,"Regional Calling","D","Regional Calling","Interop","Regional Interop "
34006,84d6,"Common 3","D","Regional Common 3","Interop","Regional Interop "
34007,84d7,"Common 4","D","Regional Common 4","Interop","Regional Interop "
34008,84d8,"Common 5","D","Regional Common 5","Interop","Regional Interop "
34009,84d9,"Common 6","D","Regional Common 6","Interop","Regional Interop "
34010,84da,"Common 7","D","Regional Common 7","Interop","Regional Interop "
34011,84db,"Common 8","D","Regional Common 8","Interop","Regional Interop "
34012,84dc,"Common 9","D","Regional Common 9","Interop","Regional Interop "
34013,84dd,"Common 10","D","Regional Common 10","Interop","Regional Interop "
34014,84de,"Common 11","D","Regional Common 11","Interop","Regional Interop "
34015,84df,"Common 12","D","Regional Common 12","Interop","Regional Interop "
34016,84e0,"Common 13","D","Regional Common 13","Interop","Regional Interop "
